theDate,stock_code,comp_code,net_Turnover_Net_Sales,EBITDA,EBIT,Net_Profit,Intangibles,Fixed_Assets,Long_Term_Investment,Stocks_Inventories,Cash,Current_Liabilities,Long_Term_Debt,Provisions,Minorities,Total_Shareholders_Equity,Operating_Margin,Return_on_Equity_Capital,Net_Profit_Margin,Current_Ratio,Debt_to_Capital_at_Book,crawl_Timestamp
31 Dec 2015,7054,AASIA,24584,2511,-2632,-5449,0,315122,1326,452,15285,12664,19925,0,0,296546,-10.27,-1.84,-22.16,1.76,0.06,2019-03-28 01:18:20
31 Dec 2016,7054,AASIA,25813,7893,2874,5,0,367245,1312,353,3499,11645,13585,0,0,298352,11.31,0,0.02,1.16,0.04,2019-03-28 01:18:20
31 Dec 2017,7054,AASIA,31489,0,0,-1735,0,368651,1281,270,8205,11629,12609,0,0,300985,16.83,0,-5.51,1.29,0,2019-03-28 01:18:20
31 Dec 2015,5238,AAX,3062553,-8112,-160504,-349616,0,1677613,0,3985,310789,2000945,1109577,0,0,631807,-11.83,-52.36,-11.42,0.41,0.34,2019-03-28 01:18:20
31 Dec 2016,5238,AAX,4006534,347733,269940,210314,0,1568493,0,14151,422021,1826947,952072,0,0,1056885,7.74,24.91,5.25,0.65,0.26,2019-03-28 01:18:20
31 Dec 2017,5238,AAX,4562005,0,0,98886,0,1595903,125315,8518,432675,2219816,673392,789043,0,988606,5.44,0,2.17,0.5,0,2019-03-28 01:18:20
31 Dec 2011,523820,AAX-C20,1862381,21288,-83549,-122210,0,1421501,0,891,113980,823186,1024996,0,0,503178,-4.29,-21.66,-6.56,0.43,0.54,2019-03-28 01:18:20
31 Dec 2012,523820,AAX-C20,1967427,156065,48968,33850,0,1605822,0,806,443684,736073,831211,0,0,1410556,4.8,3.54,1.72,0.81,0.37,2019-03-28 01:18:20
31 Dec 2013,523820,AAX-C20,2308350,158032,36922,-88267,0,2275213,19516,993,262976,1215832,1550312,0,0,1236155,-5.88,-6.67,-3.82,0.37,0.5,2019-03-28 01:18:20
31 Dec 2011,523821,AAX-C21,1862381,21288,-83549,-122210,0,1421501,0,891,113980,823186,1024996,0,0,503178,-4.29,-21.66,-6.56,0.43,0.54,2019-03-28 01:18:20
31 Dec 2012,523821,AAX-C21,1967427,156065,48968,33850,0,1605822,0,806,443684,736073,831211,0,0,1410556,4.8,3.54,1.72,0.81,0.37,2019-03-28 01:18:20
31 Dec 2013,523821,AAX-C21,2308350,158032,36922,-88267,0,2275213,19516,993,262976,1215832,1550312,0,0,1236155,-5.88,-6.67,-3.82,0.37,0.5,2019-03-28 01:18:20
31 Dec 2011,5238WA,AAX-WA,1862381,21288,-83549,-122210,0,1421501,0,891,113980,823186,1024996,0,0,503178,-4.29,-21.66,-6.56,0.43,0.54,2019-03-28 01:18:20
31 Dec 2012,5238WA,AAX-WA,1967427,156065,48968,33850,0,1605822,0,806,443684,736073,831211,0,0,1410556,4.8,3.54,1.72,0.81,0.37,2019-03-28 01:18:20
31 Dec 2013,5238WA,AAX-WA,2308350,158032,36922,-88267,0,2275213,19516,993,262976,1215832,1550312,0,0,1236155,-5.88,-6.67,-3.82,0.37,0.5,2019-03-28 01:18:20
31 Dec 2016,0800EA,ABFMY1,32618,29570,29570,29570,0,0,0,0,6404,288,0,0,0,1442325,90.66,2.12,90.66,5009.07,0,2019-03-28 01:18:20
31 Dec 2017,0800EA,ABFMY1,73373,70796,70796,70796,0,0,0,0,4873,362,0,0,0,1450591,96.49,4.89,96.49,4008.16,0,2019-03-28 01:18:20
31 Dec 2018,0800EA,ABFMY1,59754,0,0,57300,0,0,0,0,12557,58097,0,0,0,1418254,95.89,0,95.89,25.41,0,2019-03-28 01:18:21
31 Dec 2015,7086,ABLEGRP,27726,-72,-1025,-1425,0,1165,0,37541,5426,9556,0,0,0,46698,-3.05,-3.01,-5.14,5.7,0.11,2019-03-28 01:18:21
31 Dec 2016,7086,ABLEGRP,9894,-756,-852,-869,0,1009,0,39181,173,3643,0,0,0,45828,-7.39,-1.88,-8.78,13.13,0.02,2019-03-28 01:18:21
31 Dec 2017,7086,ABLEGRP,9063,0,0,3,0,851,0,38667,4095,3030,0,0,0,45831,1.13,0,0.03,15.63,0,2019-03-28 01:18:21
31 Mar 2016,7131,ACME,78429,5980,4629,3130,0,11562,0,31609,4283,27285,0,0,0,61194,6.12,5.25,3.99,2.01,0.01,2019-03-28 01:18:21
31 Mar 2017,7131,ACME,44593,-165,-1391,-1052,0,14897,0,25744,1718,28871,0,0,0,60116,-2.83,-1.73,-2.36,1.8,0,2019-03-28 01:18:21
31 Mar 2018,7131,ACME,27731,0,0,3369,0,14050,0,22931,6041,17270,536,0,0,69563,18.77,0,12.15,2.99,0,2019-03-28 01:18:21
31 Dec 2015,7120,ACOSTEC,108405,8259,9178,11015,23470,12693,0,39314,35726,54545,25273,0,0,117931,12.64,9.61,10.16,1.96,0.17,2019-03-28 01:18:21
31 Dec 2016,7120,ACOSTEC,114210,2350,2903,507,23469,2517,126,11829,27425,39029,21425,0,0,113648,2.78,0.44,0.44,2.76,0.16,2019-03-28 01:18:21
31 Dec 2017,7120,ACOSTEC,46689,0,0,-13883,23469,1246,0,8606,12060,25894,13496,0,0,99765,-28.23,0,-29.74,2.79,0,2019-03-28 01:18:21
31 Dec 2015,5281,ADVCON,264307,57575,44378,29940,0,93989,0,0,5702,134381,10735,0,0,93673,16.98,38.04,11.33,1,0.31,2019-03-28 01:18:21
31 Dec 2016,5281,ADVCON,234668,56659,41380,26448,0,105089,0,0,3621,142823,23461,0,0,105621,18.26,26.54,11.27,1.12,0.29,2019-03-28 01:18:21
31 Dec 2017,5281,ADVCON,265988,0,0,18464,0,151368,0,0,46896,122698,21375,0,0,174608,12.08,0,6.94,1.49,0,2019-03-28 01:18:21
31 Oct 2015,7191,ADVENTA,41881,7020,5210,3090,28760,51176,0,11582,22122,25292,27922,0,0,80423,13.93,3.92,7.38,2.06,0.29,2019-03-28 01:18:21
31 Oct 2016,7191,ADVENTA,39930,6212,3455,684,31593,53595,0,15318,21002,22502,31441,0,0,81106,9.98,0.85,1.71,2.2,0.3,2019-03-28 01:18:21
31 Oct 2017,7191,ADVENTA,44236,5679,2476,142,32105,49045,0,14722,10215,23025,23376,0,0,81247,6.35,0.17,0.32,2.04,0.27,2019-03-28 01:18:21
31 Dec 2015,9148,ADVPKG,26024,4341,3066,2790,0,9078,5000,4159,13072,3276,0,2161,0,30700,13.94,9.16,10.72,7.01,0,2019-03-28 01:18:21
31 Dec 2016,9148,ADVPKG,27154,4103,2951,2881,0,8226,5000,4750,3814,5150,0,2273,0,31282,13.34,9.3,10.61,5.07,0,2019-03-28 01:18:21
31 Dec 2017,9148,ADVPKG,24907,2171,876,1176,0,11950,5000,4248,10452,4288,0,2423,0,30164,5.54,3.83,4.72,4.82,0,2019-03-28 01:18:22
31 Dec 2015,7146,AEM,42515,50,-2003,-3018,0,26520,0,18948,3782,27205,0,0,0,40265,-4.58,-7.56,-7.1,1.51,0.29,2019-03-28 01:18:22
31 Dec 2016,7146,AEM,51640,5536,2853,814,0,22353,0,29755,2041,42356,0,0,0,54458,5.6,1.72,1.58,1.52,0.34,2019-03-28 01:18:22
31 Dec 2017,7146,AEM,62103,0,0,-1287,0,34407,0,27393,6558,42425,0,0,0,56709,2.26,0,-2.07,1.29,0,2019-03-28 01:18:22
31 Dec 2011,7146WA,AEM-WA,46290,5457,17,-3793,0,19441,0,18624,3955,23701,7012,0,0,25707,-2.65,-14.29,-8.19,1.55,0.45,2019-03-28 01:18:22
31 Dec 2012,7146WA,AEM-WA,49736,4546,851,-766,0,20500,0,18667,5471,26939,5008,0,0,25023,1.65,-3.02,-1.54,1.35,0.38,2019-03-28 01:18:22
31 Dec 2013,7146WA,AEM-WA,43115,6246,3830,672,0,14882,0,19327,3776,34035,0,0,0,25401,9.94,2.67,1.56,1.3,0.4,2019-03-28 01:18:22
30 Sep 2016,0181,AEMULUS,21984,-2535,-3331,-2736,13686,5066,0,10958,3908,3265,0,0,0,65466,-12.05,-4.09,-12.45,15.1,0,2019-03-28 01:18:22
30 Sep 2017,0181,AEMULUS,40067,7661,6709,7552,13686,6367,0,17597,6414,7627,2248,0,0,73089,18.93,10.9,18.85,8.19,0.03,2019-03-28 01:18:22
30 Sep 2018,0181,AEMULUS,36957,0,0,5295,13686,6504,356,20341,7079,6626,1831,0,0,78503,14.79,0,14.33,9.68,0,2019-03-28 01:18:22
31 Dec 2015,6599,AEON,3834640,443129,225009,133407,18393,3032092,43950,577517,213857,2090680,79167,0,0,1844534,5.98,7.35,3.48,0.45,0.2,2019-03-28 01:18:22
31 Dec 2016,6599,AEON,4038655,455827,179538,79743,20649,3460465,52427,614733,96012,2178248,325070,7977,0,1878456,4.56,4.28,1.97,0.4,0.22,2019-03-28 01:18:22
31 Dec 2017,6599,AEON,4088164,535503,231110,105007,17228,3504045,92690,610731,78594,2265845,155323,0,0,1962867,5.74,5.46,2.57,0.34,0.23,2019-03-28 01:18:22
31 Dec 2011,6599CN,AEON-CN,2984614,425652,271467,195353,19872,1630835,23619,353555,341052,1128426,0,0,0,1287910,9.29,16.18,6.55,0.68,0.01,2019-03-28 01:18:22
31 Dec 2012,6599CN,AEON-CN,3255669,420368,291527,212825,14893,1685768,44276,372834,454527,1192929,0,0,0,1469055,9.2,15.44,6.54,0.79,0.01,2019-03-28 01:18:22
31 Dec 2013,6599CN,AEON-CN,3514418,395048,323654,230962,12311,2048373,51960,460725,313560,1352609,0,0,0,1643637,9.44,14.84,6.57,0.67,0.01,2019-03-28 01:18:22
31 Dec 2011,6599CO,AEON-CO,2984614,425652,271467,195353,19872,1630835,23619,353555,341052,1128426,0,0,0,1287910,9.29,16.18,6.55,0.68,0.01,2019-03-28 01:18:22
31 Dec 2012,6599CO,AEON-CO,3255669,420368,291527,212825,14893,1685768,44276,372834,454527,1192929,0,0,0,1469055,9.2,15.44,6.54,0.79,0.01,2019-03-28 01:18:22
31 Dec 2013,6599CO,AEON-CO,3514418,395048,323654,230962,12311,2048373,51960,460725,313560,1352609,0,0,0,1643637,9.44,14.84,6.57,0.67,0.01,2019-03-28 01:18:22
31 Dec 2011,6599CP,AEON-CP,2984614,425652,271467,195353,19872,1630835,23619,353555,341052,1128426,0,0,0,1287910,9.29,16.18,6.55,0.68,0.01,2019-03-28 01:18:22
31 Dec 2012,6599CP,AEON-CP,3255669,420368,291527,212825,14893,1685768,44276,372834,454527,1192929,0,0,0,1469055,9.2,15.44,6.54,0.79,0.01,2019-03-28 01:18:23
31 Dec 2013,6599CP,AEON-CP,3514418,395048,323654,230962,12311,2048373,51960,460725,313560,1352609,0,0,0,1643637,9.44,14.84,6.57,0.67,0.01,2019-03-28 01:18:23
31 Dec 2011,6599CQ,AEON-CQ,2984614,425652,271467,195353,19872,1630835,23619,353555,341052,1128426,0,0,0,1287910,9.29,16.18,6.55,0.68,0.01,2019-03-28 01:18:23
31 Dec 2012,6599CQ,AEON-CQ,3255669,420368,291527,212825,14893,1685768,44276,372834,454527,1192929,0,0,0,1469055,9.2,15.44,6.54,0.79,0.01,2019-03-28 01:18:23
31 Dec 2013,6599CQ,AEON-CQ,3514418,395048,323654,230962,12311,2048373,51960,460725,313560,1352609,0,0,0,1643637,9.44,14.84,6.57,0.67,0.01,2019-03-28 01:18:23
20 Feb 2014,5139,AEONCR,672762,498078,331059,175352,0,46599,2040075,0,12569,1008267,2113455,0,0,645564,49.21,32.63,26.06,1.66,0.79,2019-03-28 01:18:23
28 Feb 2015,5139,AEONCR,871600,670282,426292,215726,0,45234,18555,0,48668,1002061,2965526,0,0,955712,48.94,26.94,24.75,2.02,0.78,2019-03-28 01:18:23
29 Feb 2016,5139,AEONCR,965234,483783,464284,228222,0,52076,24239,0,67250,822040,4214649,0,0,1060818,48.16,22.64,23.64,2.86,0.81,2019-03-28 01:18:23
20 Feb 2011,5139LA,AEONCR-LA,0,0,0,0,0,24137,409174,0,5649,296720,594742,0,0,282217,49.58,0,27.77,2.5,0.71,2019-03-28 01:18:23
31 Dec 2013,5185,AFFIN,921547,861947,863928,650021,1009988,167038,399711,0,2275963,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:23
31 Dec 2014,5185,AFFIN,960384,822487,825325,605271,1535818,164176,614956,0,2969570,0,0,0,30329,0,0,0,0,0,0,2019-03-28 01:18:23
31 Dec 2015,5198,AFUJIYA,111548,16738,7372,2911,0,84063,4541,78904,11947,62114,15187,0,0,143740,6.61,2.05,2.61,2.27,0.29,2019-03-28 01:18:23
31 Dec 2016,5198,AFUJIYA,100310,14763,5861,3547,0,90715,4312,81357,8180,62019,13971,0,0,147286,8.38,2.44,3.54,2.2,0.29,2019-03-28 01:18:23
31 Dec 2017,5198,AFUJIYA,100114,16423,7583,6364,0,90971,4082,96275,7874,71588,12041,0,0,153651,8.78,4.23,6.36,2.08,0.3,2019-03-28 01:18:23
31 Mar 2016,7315,AHB,16662,1589,1001,1829,1935,6534,0,6152,3459,2405,0,0,0,29184,10.96,10.45,10.98,8.57,0,2019-03-28 01:18:23
31 Mar 2017,7315,AHB,12496,1075,78,514,1935,6027,0,6272,1848,2188,0,0,0,29697,4.26,1.75,4.11,9.79,0,2019-03-28 01:18:23
31 Mar 2018,7315,AHB,17627,0,0,1339,1936,9441,0,6313,3606,2152,0,0,0,35710,-0.89,0,7.6,10.45,0,2019-03-28 01:18:23
30 Jun 2011,7315WB,AHB-WB,21285,1591,2552,793,1935,481,0,9942,804,21322,3427,0,0,16125,10.12,5.04,3.73,1.69,0.13,2019-03-28 01:18:23
30 Jun 2012,7315WB,AHB-WB,17391,-949,-1701,-2873,1935,367,0,9162,4,23088,3170,0,0,13253,-10.12,-19.56,-16.52,1.5,0.12,2019-03-28 01:18:23
30 Jun 2013,7315WB,AHB-WB,12472,-2757,-3178,-9200,1936,391,0,7014,380,18554,2038,0,0,4052,-31.25,-106.33,-73.77,1.07,0.18,2019-03-28 01:18:23
31 Dec 2015,7090,AHEALTH,526859,50910,42248,34290,1737,100151,10835,60866,69353,96782,0,0,0,288685,8.7,12.49,6.51,2.7,0,2019-03-28 01:18:23
31 Dec 2016,7090,AHEALTH,581269,50830,41825,34954,2022,100842,10626,65777,34154,101818,0,0,0,312387,7.97,11.63,6.01,2.82,0,2019-03-28 01:18:24
31 Dec 2017,7090,AHEALTH,620264,0,0,44459,1970,124974,10474,69018,80903,110185,0,0,0,343655,9.04,0,7.17,2.72,0,2019-03-28 01:18:24
31 Dec 2016,4952,AHP,23364,13117,4781,830,0,13,446096,0,9580,312806,0,0,0,153877,21.79,0.53,3.55,0.07,0.42,2019-03-28 01:18:24
31 Dec 2017,4952,AHP,39545,33035,25861,17418,0,11,446770,0,21938,199325,0,0,0,281176,59.43,8.01,44.05,0.18,0.39,2019-03-28 01:18:24
31 Dec 2018,4952,AHP,39221,0,0,12319,0,9,438991,0,212,198179,0,0,0,282165,31.21,0,31.41,0.22,0,2019-03-28 01:18:24
31 Dec 2015,0122,AIM,21063,-107,-428,677,0,1550,5841,270,19124,561,0,79,0,29474,3.81,2.33,3.21,40.47,0,2019-03-28 01:18:24
31 Dec 2016,0122,AIM,12288,-1852,-2109,-1088,3,1351,7992,661,2068,454,0,121,0,28775,-8.29,-3.74,-8.85,37.39,0,2019-03-28 01:18:24
31 Dec 2017,0122,AIM,12457,0,0,-2115,2,2587,2821,688,12049,501,0,165,0,26485,-17.03,0,-16.98,36.93,0,2019-03-28 01:18:24
31 Dec 2015,5099,AIRASIA,6297658,2258260,1537492,541194,19184,10927645,2561880,26152,2426696,5271716,9451880,0,0,4450854,14.91,12.02,8.59,0.81,0.59,2019-03-28 01:18:24
31 Dec 2016,5099,AIRASIA,6846085,3152882,2433136,2050043,121829,10826682,3100362,43866,1741573,4917971,8052901,0,0,6627779,39.82,37.01,29.94,0.97,0.49,2019-03-28 01:18:24
31 Dec 2017,5099,AIRASIA,9709721,0,0,1628774,609329,12303522,855672,68234,1882195,5333843,7584018,631276,0,6710080,27.45,0,16.77,0.81,0,2019-03-28 01:18:24
31 Dec 2015,5014,AIRPORT,3870207,1583941,656542,40904,17913357,364070,441500,117642,1286736,2223996,5500007,0,0,8840595,20.36,0.51,1.06,1.16,0.27,2019-03-28 01:18:24
31 Dec 2016,5014,AIRPORT,4172768,1674043,806784,70386,17304803,381665,353610,135235,1571876,1765764,5386142,3309,0,8696888,20.92,0.8,1.69,1.47,0.26,2019-03-28 01:18:24
31 Dec 2017,5014,AIRPORT,4652338,1889591,962153,236486,17483908,349847,555742,140591,2460980,2233651,5126028,3868,0,9009157,22.58,2.67,5.08,1.52,0.25,2019-03-28 01:18:24
31 Dec 2011,5014C2,AIRPORT-C2,2754829,719603,543105,401115,4734990,260534,716453,78523,778343,878833,2500000,5537,0,3546869,21.52,11.71,14.56,1.87,0.34,2019-03-28 01:18:24
31 Dec 2012,5014C2,AIRPORT-C2,3548070,878388,658987,394460,6205639,290829,757211,99097,774166,833611,3100000,0,0,4359280,17.53,9.98,11.12,1.82,0.35,2019-03-28 01:18:24
31 Dec 2013,5014C2,AIRPORT-C2,4098759,827069,550395,377483,8266632,326335,833036,122317,345413,1170460,3600000,0,0,4678367,14.18,8.35,9.21,0.89,0.36,2019-03-28 01:18:24
31 Dec 2011,5014C3,AIRPORT-C3,2754829,719603,543105,401115,4734990,260534,716453,78523,778343,878833,2500000,5537,0,3546869,21.52,11.71,14.56,1.87,0.34,2019-03-28 01:18:24
31 Dec 2012,5014C3,AIRPORT-C3,3548070,878388,658987,394460,6205639,290829,757211,99097,774166,833611,3100000,0,0,4359280,17.53,9.98,11.12,1.82,0.35,2019-03-28 01:18:24
31 Dec 2013,5014C3,AIRPORT-C3,4098759,827069,550395,377483,8266632,326335,833036,122317,345413,1170460,3600000,0,0,4678367,14.18,8.35,9.21,0.89,0.36,2019-03-28 01:18:25
31 Dec 2011,5014C4,AIRPORT-C4,2754829,719603,543105,401115,4734990,260534,716453,78523,778343,878833,2500000,5537,0,3546869,21.52,11.71,14.56,1.87,0.34,2019-03-28 01:18:25
31 Dec 2012,5014C4,AIRPORT-C4,3548070,878388,658987,394460,6205639,290829,757211,99097,774166,833611,3100000,0,0,4359280,17.53,9.98,11.12,1.82,0.35,2019-03-28 01:18:25
31 Dec 2013,5014C4,AIRPORT-C4,4098759,827069,550395,377483,8266632,326335,833036,122317,345413,1170460,3600000,0,0,4678367,14.18,8.35,9.21,0.89,0.36,2019-03-28 01:18:25
31 Dec 2011,5014C5,AIRPORT-C5,2754829,719603,543105,401115,4734990,260534,716453,78523,778343,878833,2500000,5537,0,3546869,21.52,11.71,14.56,1.87,0.34,2019-03-28 01:18:25
31 Dec 2012,5014C5,AIRPORT-C5,3548070,878388,658987,394460,6205639,290829,757211,99097,774166,833611,3100000,0,0,4359280,17.53,9.98,11.12,1.82,0.35,2019-03-28 01:18:25
31 Dec 2013,5014C5,AIRPORT-C5,4098759,827069,550395,377483,8266632,326335,833036,122317,345413,1170460,3600000,0,0,4678367,14.18,8.35,9.21,0.89,0.36,2019-03-28 01:18:25
31 Dec 2011,5014C6,AIRPORT-C6,2754829,719603,543105,401115,4734990,260534,716453,78523,778343,878833,2500000,5537,0,3546869,21.52,11.71,14.56,1.87,0.34,2019-03-28 01:18:25
31 Dec 2012,5014C6,AIRPORT-C6,3548070,878388,658987,394460,6205639,290829,757211,99097,774166,833611,3100000,0,0,4359280,17.53,9.98,11.12,1.82,0.35,2019-03-28 01:18:25
31 Dec 2013,5014C6,AIRPORT-C6,4098759,827069,550395,377483,8266632,326335,833036,122317,345413,1170460,3600000,0,0,4678367,14.18,8.35,9.21,0.89,0.36,2019-03-28 01:18:25
31 Dec 2011,5014C7,AIRPORT-C7,2754829,719603,543105,401115,4734990,260534,716453,78523,778343,878833,2500000,5537,0,3546869,21.52,11.71,14.56,1.87,0.34,2019-03-28 01:18:25
31 Dec 2012,5014C7,AIRPORT-C7,3548070,878388,658987,394460,6205639,290829,757211,99097,774166,833611,3100000,0,0,4359280,17.53,9.98,11.12,1.82,0.35,2019-03-28 01:18:25
31 Dec 2013,5014C7,AIRPORT-C7,4098759,827069,550395,377483,8266632,326335,833036,122317,345413,1170460,3600000,0,0,4678367,14.18,8.35,9.21,0.89,0.36,2019-03-28 01:18:25
31 Dec 2015,2682,AISB,69758,-2537,-3522,-6503,0,49146,13,15792,3922,32897,0,212,0,113356,-4.07,-5.71,-9.32,1.23,0.2,2019-03-28 01:18:25
31 Dec 2016,2682,AISB,57836,7084,6572,4635,0,1259,13,14239,14070,41982,0,228,0,129419,11.55,3.82,8.01,2.69,0.15,2019-03-28 01:18:25
31 Dec 2017,2682,AISB,19740,0,0,6273,0,573,12,22224,51672,4017,0,234,0,142010,33.01,0,31.78,18.58,0,2019-03-28 01:18:25
31 Mar 2016,2658,AJI,400201,63208,51639,40787,0,105043,1070,53309,162253,46764,0,9206,0,307813,13.48,13.89,10.19,5.55,0.01,2019-03-28 01:18:25
31 Mar 2017,2658,AJI,419917,96558,84766,187462,0,89546,226,61501,129937,45328,0,9596,0,474638,50.36,47.92,44.64,9.74,0.01,2019-03-28 01:18:25
31 Mar 2018,2658,AJI,436286,0,0,56262,0,84374,226,45744,126747,37451,0,11034,0,437129,15.37,0,12.9,10.7,0,2019-03-28 01:18:26
30 Nov 2015,7609,AJIYA,426648,41653,34216,21947,3504,188287,21633,80830,58935,69476,17578,0,0,377675,8.28,6.29,5.14,3.76,0.06,2019-03-28 01:18:26
30 Nov 2016,7609,AJIYA,395517,33185,22495,14494,1722,182339,5070,70926,26615,57408,6603,0,0,391030,6.31,3.77,3.66,4.47,0.02,2019-03-28 01:18:26
30 Nov 2017,7609,AJIYA,370883,26384,16029,13647,1659,175259,5344,75593,75372,57132,3420,0,0,397545,5.14,3.46,3.68,4.65,0.01,2019-03-28 01:18:26
30 Nov 2011,7609WA,AJIYA-WA,362761,37281,31544,20556,4672,132807,7345,68368,34383,73014,4474,0,0,267418,9,8.86,5.67,2.79,0.06,2019-03-28 01:18:26
30 Nov 2012,7609WA,AJIYA-WA,379207,37031,29030,17120,3787,140589,6545,56813,34166,63266,5547,0,0,279639,7.88,6.26,4.51,3.2,0.05,2019-03-28 01:18:26
30 Nov 2013,7609WA,AJIYA-WA,391859,41836,33370,19185,3693,164931,6989,74346,30701,68471,19867,0,0,302323,8.78,6.59,4.9,3.21,0.09,2019-03-28 01:18:26
31 Dec 2015,5115,ALAM,350222,46902,-24433,45594,1560,502670,306808,2630,125513,209115,88382,0,0,878510,-2.13,5.34,13.02,1.74,0.17,2019-03-28 01:18:26
31 Dec 2016,5115,ALAM,229481,-49914,-125313,-137502,0,443644,257781,2066,13735,153460,60303,0,0,737607,-60.88,-17.02,-59.92,1.57,0.16,2019-03-28 01:18:26
31 Dec 2017,5115,ALAM,161075,0,0,-145972,0,391083,188107,1513,55792,252381,19143,0,0,593643,-82.1,0,-90.62,1.15,0,2019-03-28 01:18:26
31 Dec 2016,5116,ALAQAR,103839,99110,94592,63440,0,0,0,0,26451,50128,653803,0,0,896068,61.62,7.14,61.09,3.73,0.43,2019-03-28 01:18:26
31 Dec 2017,5116,ALAQAR,99648,95122,90210,84645,0,0,0,0,86949,622459,0,0,0,923290,87.35,9.3,84.94,0.16,0.39,2019-03-28 01:18:26
31 Dec 2018,5116,ALAQAR,102649,0,0,91374,0,0,0,0,91348,20094,603706,0,0,947798,92.19,0,89.02,4.71,0,2019-03-28 01:18:26
31 Mar 2015,2674,ALCOM,279712,10522,-954,-1477,0,83048,0,54611,62045,47478,0,6426,0,168607,-0.34,-0.86,-0.53,3.06,0.03,2019-03-28 01:18:26
31 Mar 2016,2674,ALCOM,287406,18524,4490,1811,2419,68601,0,48369,50709,34583,0,5595,0,164564,1,1.09,0.63,4.01,0,2019-03-28 01:18:26
31 Mar 2017,2674,ALCOM,317132,24738,14561,11610,2158,62513,0,57887,57041,37077,0,5144,0,176251,4.98,6.81,3.66,4.28,0,2019-03-28 01:18:26
31 Dec 2015,1163,ALLIANZ,0,0,438221,308871,0,96750,0,0,625304,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:26
31 Dec 2016,1163,ALLIANZ,0,0,0,312131,0,0,0,0,934537,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:26
31 Dec 2011,1163PA,ALLIANZ-PA,0,0,204883,131927,0,91808,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:26
31 Dec 2012,1163PA,ALLIANZ-PA,0,0,297779,207605,0,111727,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:26
31 Dec 2013,1163PA,ALLIANZ-PA,0,0,339231,237921,0,116486,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:26
31 Dec 2016,5269,ALSREIT,76135,64542,64542,36037,0,144,0,0,6356,6473,346805,0,0,611940,61.3,6.01,47.33,8.64,0.35,2019-03-28 01:18:26
31 Dec 2017,5269,ALSREIT,80032,56908,52826,35543,0,557,0,0,45066,10412,347699,0,0,616296,50.74,5.79,44.41,5.83,0.35,2019-03-28 01:18:26
31 Dec 2018,5269,ALSREIT,82150,0,0,40301,0,895,0,0,46762,12010,509528,0,0,620927,49.06,0,49.06,5.23,0,2019-03-28 01:18:27
31 Mar 2014,1015,AMBANK,0,2588359,2426964,1782380,0,351468,0,0,5.58,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2015,1015,AMBANK,0,2744542,2601092,1918630,0,266562,0,0,9.37,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2016,1015,AMBANK,0,1870730,1721863,1302206,0,292787,0,0,6.85,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2007,101510,AMBANK-C10,0,310410,258658,-203812,0,241156,0,0,20.45,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2008,101510,AMBANK-C10,0,1242862,1194437,668542,0,232675,0,0,19.63,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2009,101510,AMBANK-C10,0,1268334,1217848,860824,0,228399,0,0,24.53,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2007,101511,AMBANK-C11,0,310410,258658,-203812,0,241156,0,0,20.45,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2008,101511,AMBANK-C11,0,1242862,1194437,668542,0,232675,0,0,19.63,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2009,101511,AMBANK-C11,0,1268334,1217848,860824,0,228399,0,0,24.53,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2007,101512,AMBANK-C12,0,310410,258658,-203812,0,241156,0,0,20.45,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2008,101512,AMBANK-C12,0,1242862,1194437,668542,0,232675,0,0,19.63,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2009,101512,AMBANK-C12,0,1268334,1217848,860824,0,228399,0,0,24.53,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2007,101513,AMBANK-C13,0,310410,258658,-203812,0,241156,0,0,20.45,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2008,101513,AMBANK-C13,0,1242862,1194437,668542,0,232675,0,0,19.63,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
31 Mar 2009,101513,AMBANK-C13,0,1268334,1217848,860824,0,228399,0,0,24.53,0,0,0,0,0,0,0,0,0,0,2019-03-28 01:18:27
