thedate|thetime|curName|currCode|unit|buyingVal|invBuyingVal|sellingVal|invSellingVal|middleRate|invMiddleRate|crawl_time
18 Mar 2019 (Monday)|1700|100 Japanese Yen|JPY|100|3.6525 |[27.3400]|3.6576 |[27.3785]|3.6551 |[27.3593]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|100 Korean Won |KRW|100|0.3593 |[277.4577]|0.3604 |[278.2891]|0.3599 |[277.8728]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|100 Phillippine Peso |PHP|100|7.7306 |[12.9149]|7.7430 |[12.9357]|7.7368 |[12.9253]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|100 Saudi Arabian Riyal |SAR|100|108.6284 |[0.9194]|108.7675 |[0.9206]|108.6980 |[0.9200]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|1 Singapore Dollar|SGD|1|3.0135 |[0.3313]|3.0184 |[0.3318]|3.0159 |[0.3316]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|1 Swiss Franc |CHF|1|4.0683 |[0.2454]|4.0749 |[0.2458]|4.0716 |[0.2456]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|100 Taiwanese New Dollar |TWD|100|13.2165 |[7.5545]|13.2371 |[7.5663]|13.2268 |[7.5604]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|100 Thai Baht |THB|100|12.8558 |[7.7642]|12.8797 |[7.7786]|12.8677 |[7.7714]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|1 U.K. Pound |GBP|1|5.4017 |[0.1848]|5.4100 |[0.1851]|5.4058 |[0.1850]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|1 U.S. Dollar |USD|1|4.0740 |[0.2452]|4.0790 |[0.2455]|4.0765 |[0.2453]|2019-03-18 21:00:49
18 Mar 2019 (Monday)|1700|100 Vietnamese Dong |VND|100|0.0176 |[5,688.15]|0.0176 |[5,696.12]|0.0176 |[5,692.14]|2019-03-18 21:00:50
18 Mar 2019 (Monday)|1700|1 IMF Special Drawing Right |SDR|1|-|-|-|-|5.6760 |[0.1762]|2019-03-18 21:00:50
18 Mar 2019 (Monday)|1700|1 New Zealand Dollar|NZD|1|2.7960 |[0.3570]|2.8010 |[0.3577]|2.7985 |[0.3573]|2019-03-18 21:00:50
18 Mar 2019 (Monday)|1700|100 Myanmar Kyat|MMK|100|0.2666 |[374.6016]|0.2670 |[375.0737]|0.2668 |[374.8375]|2019-03-18 21:00:50
18 Mar 2019 (Monday)|1700|100 Indian Rupee|INR|100|5.9401 |[16.8088]|5.9493 |[16.8348]|5.9447 |[16.8218]|2019-03-18 21:00:50
18 Mar 2019 (Monday)|1700|100 United Arab Emirates Dirham UAE|AED|100|110.9145 |[0.9005]|111.0536 |[0.9016]|110.9841 |[0.9010]|2019-03-18 21:00:50
18 Mar 2019 (Monday)|1700|100 Pakistan Rupee|PKR|100|2.8894 |[34.1138]|2.9314 |[34.6097]|2.9104 |[34.3599]|2019-03-18 21:00:50
18 Mar 2019 (Monday)|1700|100 Nepalese  Rupee|NPR|100|3.7144 |[26.8840]|3.7197 |[26.9219]|3.7171 |[26.9030]|2019-03-18 21:00:50
19 Mar 2019 (Tuesday)|1700|1 Australian Dollar |AUD|1|2.8906 |[0.3454]|2.8954 |[0.3459]|2.8930 |[0.3457]|2019-03-19 20:56:00
19 Mar 2019 (Tuesday)|1700|1 Brunei Dollar |BND|1|3.0150 |[0.3312]|3.0192 |[0.3317]|3.0171 |[0.3314]|2019-03-19 20:56:00
19 Mar 2019 (Tuesday)|1700|1 Canadian Dollar |CAD|1|3.0562 |[0.3267]|3.0611 |[0.3272]|3.0587 |[0.3269]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Cambodian Riel |KHR|100|0.1007 |[981.12]|0.1019 |[993.37]|0.1013 |[987.21]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|1 Chinese Renminbi |CNY|1|0.6064 |[1.6466]|0.6073 |[1.6490]|0.6069 |[1.6478]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|1 EURO|EUR|1|4.6241 |[0.2159]|4.6310 |[0.2163]|4.6275 |[0.2161]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Hong Kong Dollar |HKD|100|51.8854 |[1.9249]|51.9497 |[1.9273]|51.9175 |[1.9261]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Indonesian Rupiah |IDR|100|0.0286 |[3,488]|0.0287 |[3,495]|0.0286 |[3,492]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Japanese Yen|JPY|100|3.6598 |[27.2830]|3.6653 |[27.3238]|3.6625 |[27.3034]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Korean Won |KRW|100|0.3605 |[276.9397]|0.3611 |[277.3926]|0.3608 |[277.1659]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Phillippine Peso |PHP|100|7.7023 |[12.9622]|7.7147 |[12.9831]|7.7085 |[12.9726]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Saudi Arabian Riyal |SAR|100|108.6017 |[0.9196]|108.7409 |[0.9208]|108.6713 |[0.9202]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|1 Singapore Dollar|SGD|1|3.0150 |[0.3312]|3.0192 |[0.3317]|3.0171 |[0.3314]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|1 Swiss Franc |CHF|1|4.0722 |[0.2452]|4.0788 |[0.2456]|4.0755 |[0.2454]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Taiwanese New Dollar |TWD|100|13.2180 |[7.5488]|13.2471 |[7.5654]|13.2326 |[7.5571]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|100 Thai Baht |THB|100|12.8567 |[7.7636]|12.8806 |[7.7781]|12.8686 |[7.7708]|2019-03-19 20:56:01
19 Mar 2019 (Tuesday)|1700|1 U.K. Pound |GBP|1|5.4012 |[0.1849]|5.4091 |[0.1851]|5.4051 |[0.1850]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|1 U.S. Dollar |USD|1|4.0730 |[0.2452]|4.0780 |[0.2455]|4.0755 |[0.2454]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|100 Vietnamese Dong |VND|100|0.0175 |[5,691.26]|0.0176 |[5,698.75]|0.0176 |[5,695.00]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|1 IMF Special Drawing Right |SDR|1|-|-|-|-|5.6809 |[0.1760]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|1 New Zealand Dollar|NZD|1|2.7929 |[0.3576]|2.7967 |[0.3581]|2.7948 |[0.3578]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|100 Myanmar Kyat|MMK|100|0.2669 |[374.2030]|0.2672 |[374.6747]|0.2671 |[374.4387]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|100 Indian Rupee|INR|100|5.9152 |[16.8794]|5.9244 |[16.9055]|5.9198 |[16.8924]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|100 United Arab Emirates Dirham UAE|AED|100|110.8752 |[0.9006]|111.0325 |[0.9019]|110.9538 |[0.9013]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|100 Pakistan Rupee|PKR|100|2.8887 |[34.1344]|2.9296 |[34.6182]|2.9091 |[34.3746]|2019-03-19 20:56:02
19 Mar 2019 (Tuesday)|1700|100 Nepalese  Rupee|NPR|100|3.6973 |[27.0083]|3.7026 |[27.0464]|3.7000 |[27.0274]|2019-03-19 20:56:02
