theDate|stock_code|comp_code|net_Turnover_Net_Sales|EBITDA|EBIT|Net_Profit|Intangibles|Fixed_Assets|Long_Term_Investment|Stocks_Inventories|Cash|Current_Liabilities|Long_Term_Debt|Provisions|Minorities|Total_Shareholders_Equity|Operating_Margin|Return_on_Equity_Capital|Net_Profit_Margin|Current_Ratio|Debt_to_Capital_at_Book|crawl_Timestamp
31 Dec 2011| : 5738WB|CHHB-WB|181,840|55,474|39,243|23,650|0|421,017|358,636|192,084|53,409|278,147|224,228|0|27,307|730,690|22.32|3.28|13.01|1.09|0.25|2019-03-15 00:50:00
31 Dec 2012| : 5738WB|CHHB-WB|253,716|71,354|52,062|25,253|0|424,705|356,407|176,982|63,334|420,499|71,498|0|0|782,936|20.99|3.34|9.95|0.76|0.24|2019-03-15 00:50:00
31 Dec 2013| : 5738WB|CHHB-WB|262,829|83,911|64,402|36,016|0|414,893|339,903|179,416|40,277|381,646|42,330|0|0|816,931|24.84|4.5|13.7|0.81|0.18|2019-03-15 00:50:00
31 Dec 2015| : 5273|CHINHIN|1,199,152|72,951|57,958|30,221|0|200,758|0|44,819|180,170|506,349|70,684|0|0|261,247|4.96|12.29|2.52|1.08|0.48|2019-03-15 00:50:00
31 Dec 2016| : 5273|CHINHIN|1,058,834|72,841|66,847|41,425|0|293,703|0|52,795|73,502|453,043|36,250|0|0|324,314|6.37|14.15|3.91|1.01|0.4|2019-03-15 00:50:00
31 Dec 2017| : 5273|CHINHIN|1,015,410|-|-|29,748|30,958|381,198|26,987|71,560|50,011|493,932|66,875|0|0|400,316|5.48|-|2.93|0.93|-|2019-03-15 00:50:00
31 Aug 2015| : 1929|CHINTEK|104,007|23,174|19,983|30,471|0|123,904|303,031|4,530|220,549|8,950|0|0|0|645,088|34.96|4.83|29.3|26.19|0|2019-03-15 00:50:00
31 Aug 2016| : 1929|CHINTEK|112,140|16,141|12,628|17,752|0|122,298|299,692|2,868|22,788|9,972|0|0|0|647,082|19.93|2.75|15.83|24.29|0|2019-03-15 00:50:00
31 Aug 2017| : 1929|CHINTEK|148,646|42,007|38,902|40,538|0|123,323|325,319|3,521|255,489|14,775|0|0|0|696,350|35.38|6.03|27.27|18.27|0|2019-03-15 00:50:00
30 Jun 2016| : 5007|CHINWEL|508,134|90,893|71,051|63,369|0|152,958|172|195,430|132,962|106,294|0|0|0|495,716|14.97|13.43|12.47|4.26|0.1|2019-03-15 00:50:00
30 Jun 2017| : 5007|CHINWEL|521,289|73,408|53,464|50,904|0|149,519|180|227,476|111,914|79,351|0|0|0|533,524|12.13|9.89|9.77|5.88|0.08|2019-03-15 00:50:00
30 Jun 2018| : 5007|CHINWEL|591,294|-|-|55,884|0|138,962|167|237,172|117,657|113,955|0|0|0|543,225|11.52|-|9.45|4.57|-|2019-03-15 00:50:00
31 Dec 2015| : 5797|CHOOBEE|461,206|11,163|3,522|5,930|0|135,646|2,823|150,797|34,014|11,793|0|0|0|431,473|1.33|1.37|1.29|26.8|0|2019-03-15 00:50:00
31 Dec 2016| : 5797|CHOOBEE|369,625|34,358|27,391|24,713|0|146,445|2,687|132,503|92,980|14,384|0|0|0|451,825|9.01|5.6|6.69|22.8|0|2019-03-15 00:50:00
31 Dec 2017| : 5797|CHOOBEE|456,994|59,074|52,260|41,686|0|140,644|2,551|160,729|54,346|18,563|0|0|0|483,706|11.81|8.91|9.12|19.83|0|2019-03-15 00:50:00
31 Dec 2015| : 7016|CHUAN|663,131|13,761|6,199|-1,521|0|172,699|2,841|103,634|24,730|202,016|17,029|0|0|267,233|1.1|-0.58|-0.23|1.46|0.31|2019-03-15 00:50:01
31 Dec 2016| : 7016|CHUAN|646,000|28,697|20,376|9,986|39|169,897|3,778|103,462|21,676|209,332|14,482|0|0|279,968|3.27|3.65|1.55|1.49|0.32|2019-03-15 00:50:01
31 Dec 2017| : 7016|CHUAN|688,188|14,448|17,326|6,250|77|169,452|4,163|108,533|20,159|240,630|23,572|0|0|287,442|2.67|2.2|0.91|1.43|0.38|2019-03-15 00:50:01
31 Dec 2015| : 8052|CICB|52,618|-10,454|-12,191|-11,979|0|14,853|1,567|15,575|5,757|4,445|0|1,817|0|44,153|-22.77|-23.73|-22.77|7.4|0|2019-03-15 00:50:01
31 Dec 2016| : 8052|CICB|56,075|3,170|1,300|1,190|0|13,663|1,521|14,427|8,911|5,623|0|1,659|0|45,364|2.29|2.66|2.12|6.47|0|2019-03-15 00:50:01
31 Dec 2017| : 8052|CICB|62,658|-|-|3,497|0|13,011|2,873|15,498|12,493|3,733|0|1,715|0|53,059|2.02|-|5.58|10.53|-|2019-03-15 00:50:01
30 Jun 2016| : 2828|CIHLDG|1,305,383|57,208|52,902|26,610|11,261|52,821|10|44,227|71,042|216,589|6,124|802|0|192,571|4.41|15.27|2.04|1.64|0.32|2019-03-15 00:50:01
30 Jun 2017| : 2828|CIHLDG|2,175,392|63,963|58,010|27,062|11,261|55,971|10|56,291|146,131|430,601|4,787|725|0|217,150|2.74|13.21|1.24|1.38|0.37|2019-03-15 00:50:01
30 Jun 2018| : 2828|CIHLDG|2,602,701|-|-|31,107|11,261|70,583|10|42,071|127,551|334,241|7,198|782|0|240,885|2.24|-|1.2|1.52|-|2019-03-15 00:50:01
31 Dec 2015| : 1023|CIMB|9,418,195|2,484,314|3,913,993|2,849,509|8,854,567|2,403,016|12,747,417|0|23,184,665|0|0|0|981,850|0|0|0|0|0|0|2019-03-15 00:50:01
31 Dec 2015| : 1023|CIMB|-|-11|-11|-18|-|0|-|-|0|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2016| : 1023|CIMB|-|-16|-16|-22|-|0|-|-|0|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2006| : 102338|CIMB-C38|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2007| : 102338|CIMB-C38|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2008| : 102338|CIMB-C38|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2006| : 102340|CIMB-C40|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2007| : 102340|CIMB-C40|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2008| : 102340|CIMB-C40|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2006| : 102341|CIMB-C41|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2007| : 102341|CIMB-C41|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2008| : 102341|CIMB-C41|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2006| : 102342|CIMB-C42|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:01
31 Dec 2007| : 102342|CIMB-C42|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2008| : 102342|CIMB-C42|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2006| : 102343|CIMB-C43|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2007| : 102343|CIMB-C43|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2008| : 102343|CIMB-C43|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2006| : 102344|CIMB-C44|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2007| : 102344|CIMB-C44|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2008| : 102344|CIMB-C44|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2006| : 102345|CIMB-C45|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2007| : 102345|CIMB-C45|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2008| : 102345|CIMB-C45|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2006| : 102346|CIMB-C46|-|2,145,799|1,965,610|1,504,427|-|1,081,505|-|-|23.65|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2007| : 102346|CIMB-C46|-|3,868,258|3,674,995|2,793,273|-|1,396,001|-|-|29.61|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
31 Dec 2008| : 102346|CIMB-C46|-|2,972,334|2,757,999|1,952,038|-|1,669,036|-|-|17.73|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:50:02
30 Jun 2012| : 0822EA|CIMBA40|173|123|123|123|0|0|0|0|114|34|0|0|0|12,392|71.1|0.98|71.1|365.47|0|2019-03-15 00:50:02
30 Jun 2013| : 0822EA|CIMBA40|1,924|1,862|1,862|1,821|0|0|0|0|162|34|0|0|0|13,914|96.78|13.84|94.65|410.24|0|2019-03-15 00:50:02
30 Jun 2014| : 0822EA|CIMBA40|-465|-516|-516|-516|0|0|0|0|49|30|0|0|0|2,316|110.97|-6.36|110.97|78.2|0|2019-03-15 00:50:02
30 Jun 2012| : 0823EA|CIMBC50|-1,962|-2,121|-2,121|-2,137|0|0|0|0|22|42|0|0|0|11,488|108.1|-17.02|108.92|274.52|0|2019-03-15 00:50:02
30 Jun 2013| : 0823EA|CIMBC50|2|-289|-289|-379|0|0|0|0|659|590|0|0|0|26,937|-14450|-1.97|-18950|46.66|0|2019-03-15 00:50:02
30 Jun 2014| : 0823EA|CIMBC50|5,832|5,546|5,546|5,505|0|0|0|0|28|61|0|0|0|9,577|95.1|30.15|94.39|158|0|2019-03-15 00:50:02
31 Dec 2015| : 7117|CJCEN|297,876|40,272|40,505|31,948|1,443|267,211|0|3,552|89,453|72,270|63,445|0|0|289,732|15.31|11.39|10.73|2.35|0.2|2019-03-15 00:50:02
31 Dec 2016| : 7117|CJCEN|300,289|39,039|26,009|20,170|1,443|257,947|0|4,269|91,640|73,491|48,839|0|0|302,531|9.8|6.81|6.72|2.39|0.16|2019-03-15 00:50:02
31 Dec 2017| : 7117|CJCEN|294,597|30,717|20,622|15,222|1,443|260,042|0|7,884|71,675|68,179|31,163|0|0|320,311|8.06|4.89|5.17|2.47|0.11|2019-03-15 00:50:02
31 Mar 2015| : 5234|CLIQ|0|2,051|1,840|-13,418|0|387|0|0|346,312|1,512|0|51|0|12,695|-|-69.15|-|235.21|0|2019-03-15 00:50:02
30 Mar 2016| : 5234|CLIQ|0|2,631|2,631|-13,954|0|0|0|0|356,871|358,913|0|0|0|-1,259|-|-244.04|-|1|0|2019-03-15 00:50:02
31 Mar 2016| : 5234|CLIQ|0|2,537|2,537|-13,954|0|0|0|0|356,871|358,913|0|0|0|-1,259|-|-244.04|-|1|0|2019-03-15 00:50:02
31 Mar 2016| : 03001|CLOUD|12,895|325|194|125|18,429|156|0|386|3,446|18,816|1,726|0|0|15,994|1.51|1.56|0.97|1|0.05|2019-03-15 00:50:02
31 Mar 2017| : 03001|CLOUD|69,592|6,462|5,677|5,225|22,567|892|0|0|4,428|24,165|1,980|0|0|30,670|7.92|22.39|7.51|1.42|0.03|2019-03-15 00:50:02
31 Mar 2018| : 03001|CLOUD|77,275|-|-|5,225|24,854|502|1,386|0|5,917|25,244|0|0|0|41,274|7.33|-|6.76|1.6|-|2019-03-15 00:50:02
31 Dec 2015| : 7018|CME|22,293|-11,233|-12,189|-13,517|0|7,022|8,197|619|474|47,664|2,074|0|0|71,480|-53.39|-17.77|-60.63|0.53|0.2|2019-03-15 00:50:03
31 Dec 2016| : 7018|CME|24,759|-3,783|-8,280|-14,829|0|19,013|1,491|909|1,120|61,571|1,803|0|0|65,010|-49.44|-21.73|-59.89|0.37|0.18|2019-03-15 00:50:03
30 Jun 2018| : 7018|CME|56,523|-|-|-14,103|0|27,742|623|931|4,025|54,756|1,411|0|0|67,404|-19.51|-|-24.95|0.55|-|2019-03-15 00:50:03
31 Dec 2011| : 7018LA|CME-LA|22,699|1,499|867|314|0|7,710|1,079|1,260|1,718|17,583|1,133|0|95|40,346|3.97|0.79|1.38|0.75|0.16|2019-03-15 00:50:03
31 Dec 2012| : 7018LA|CME-LA|22,871|1,379|883|20|0|7,522|891|1,566|701|11,799|1,010|0|0|40,906|5.01|0.05|0.09|0.68|0.16|2019-03-15 00:50:03
31 Dec 2013| : 7018LA|CME-LA|30,040|1,846|1,432|593|0|7,132|492|1,050|347|21,324|3,102|0|0|44,741|4.96|1.38|1.97|0.93|0.15|2019-03-15 00:50:03
31 Dec 2011| : 7018WA|CME-WA|22,699|1,499|867|314|0|7,710|1,079|1,260|1,718|17,583|1,133|0|95|40,346|3.97|0.79|1.38|0.75|0.16|2019-03-15 00:50:03
31 Dec 2012| : 7018WA|CME-WA|22,871|1,379|883|20|0|7,522|891|1,566|701|11,799|1,010|0|0|40,906|5.01|0.05|0.09|0.68|0.16|2019-03-15 00:50:03
31 Dec 2013| : 7018WA|CME-WA|30,040|1,846|1,432|593|0|7,132|492|1,050|347|21,324|3,102|0|0|44,741|4.96|1.38|1.97|0.93|0.15|2019-03-15 00:50:03
31 Dec 2015| : 5180|CMMT|344,811|226,385|201,950|226,023|0|2,474|0|0|186,976|407,925|951,067|0|0|2,674,794|80.5|9.11|65.55|0.5|0.31|2019-03-15 00:50:03
31 Dec 2016| : 5180|CMMT|372,617|242,492|217,539|167,759|0|2,759|0|0|192,097|154,280|1,268,108|0|0|2,685,589|61|6.26|45.02|1.35|0.32|2019-03-15 00:50:03
31 Dec 2017| : 5180|CMMT|368,934|238,487|212,127|162,100|0|2,039|0|0|186,323|173,216|1,279,081|0|0|2,687,196|60.12|6.03|43.94|1.21|0.32|2019-03-15 00:50:03
31 Dec 2015| : 2852|CMSB|1,788,008|433,557|380,770|248,149|65,851|730,028|721,644|409,737|325,067|611,112|95,322|0|0|2,312,727|21.79|11.31|13.88|2.14|0.05|2019-03-15 00:50:03
31 Dec 2016| : 2852|CMSB|1,551,319|364,794|302,172|169,177|65,532|721,567|931,300|540,109|457,070|687,867|105,076|0|0|2,534,739|20.16|6.98|10.91|1.99|0.07|2019-03-15 00:50:03
31 Dec 2017| : 2852|CMSB|1,606,444|414,257|357,748|213,210|65,155|727,960|939,281|546,175|977,835|689,628|583,372|0|0|2,682,387|22.06|8.17|13.27|2.95|0.16|2019-03-15 00:50:03
31 Dec 2011| : 285213|CMSB-C13|1,012,609|222,588|184,924|120,021|63,997|458,692|314,275|225,163|650,272|390,025|67,271|0|185,933|1,414,815|19.62|8.8|11.85|3.03|0.1|2019-03-15 00:50:03
31 Dec 2012| : 285213|CMSB-C13|1,203,565|284,985|236,924|135,735|62,884|488,578|359,541|237,868|524,015|371,725|49,080|0|0|1,686,923|19.81|8.75|11.28|3.07|0.04|2019-03-15 00:50:03
31 Dec 2013| : 285213|CMSB-C13|1,416,841|382,187|301,090|175,072|61,939|499,673|418,522|278,092|613,708|451,313|27,089|0|0|1,887,706|21.13|9.8|12.36|2.99|0.04|2019-03-15 00:50:03
31 Dec 2011| : 285214|CMSB-C14|1,012,609|222,588|184,924|120,021|63,997|458,692|314,275|225,163|650,272|390,025|67,271|0|185,933|1,414,815|19.62|8.8|11.85|3.03|0.1|2019-03-15 00:50:03
31 Dec 2012| : 285214|CMSB-C14|1,203,565|284,985|236,924|135,735|62,884|488,578|359,541|237,868|524,015|371,725|49,080|0|0|1,686,923|19.81|8.75|11.28|3.07|0.04|2019-03-15 00:50:03
31 Dec 2013| : 285214|CMSB-C14|1,416,841|382,187|301,090|175,072|61,939|499,673|418,522|278,092|613,708|451,313|27,089|0|0|1,887,706|21.13|9.8|12.36|2.99|0.04|2019-03-15 00:50:03
31 Dec 2011| : 285215|CMSB-C15|1,012,609|222,588|184,924|120,021|63,997|458,692|314,275|225,163|650,272|390,025|67,271|0|185,933|1,414,815|19.62|8.8|11.85|3.03|0.1|2019-03-15 00:50:03
31 Dec 2012| : 285215|CMSB-C15|1,203,565|284,985|236,924|135,735|62,884|488,578|359,541|237,868|524,015|371,725|49,080|0|0|1,686,923|19.81|8.75|11.28|3.07|0.04|2019-03-15 00:50:03
31 Dec 2013| : 285215|CMSB-C15|1,416,841|382,187|301,090|175,072|61,939|499,673|418,522|278,092|613,708|451,313|27,089|0|0|1,887,706|21.13|9.8|12.36|2.99|0.04|2019-03-15 00:50:03
31 Dec 2015| : 7986|CNASIA|13,114|-4,275|-5,522|-6,284|0|26,163|16|3,914|421|15,881|0|0|0|17,266|-42.31|-30.86|-47.92|0.46|0.37|2019-03-15 00:50:04
31 Dec 2016| : 7986|CNASIA|18,745|2,513|23,797|22,047|0|11,945|0|2,777|2,951|6,283|0|0|0|39,392|126.36|77.82|117.62|5.31|0.04|2019-03-15 00:50:04
31 Dec 2017| : 7986|CNASIA|20,075|-|-|1,821|0|11,308|0|4,051|23,999|3,976|0|0|0|40,419|10.05|-|9.07|8.2|-|2019-03-15 00:50:04
31 Dec 2015| : 5104|CNI|93,261|-2,112|-6,000|-6,162|2,190|35,891|4,165|14,357|12,838|16,518|0|6,823|0|83,779|-3.59|-6.98|-6.61|3.64|0|2019-03-15 00:50:04
31 Dec 2016| : 5104|CNI|88,121|-4,262|-7,386|-4,519|1,617|34,978|2,611|13,443|10,244|15,569|0|7,011|0|77,239|-6.1|-5.61|-5.13|3.53|0|2019-03-15 00:50:04
31 Dec 2017| : 5104|CNI|85,038|-|-|-2,082|1,292|34,577|2,085|14,143|21,996|18,760|0|4,111|0|75,982|0.07|-|-2.45|2.95|-|2019-03-15 00:50:04
30 Jun 2016| : 5071|COASTAL|2,005,895|185,268|135,136|166,204|0|717,175|0|986,084|529,365|562,022|370,597|0|0|1,669,861|9.32|10.73|8.29|3.32|0.22|2019-03-15 00:50:04
30 Jun 2017| : 5071|COASTAL|420,377|151,878|82,379|48,880|0|700,032|3,283|850,797|368,409|283,847|370,318|0|0|1,816,245|22.87|2.8|11.63|6.14|0.18|2019-03-15 00:50:04
30 Jun 2018| : 5071|COASTAL|158,675|-|-|-583,105|0|588,599|2,299|394,102|282,291|265,739|286,814|0|0|1,162,744|-346.75|-|-367.48|4.22|-|2019-03-15 00:50:04
31 Dec 2015| : 7205|COCOLND|261,645|55,611|43,521|32,721|0|129,641|2|35,868|40,421|38,485|0|0|0|202,681|17.11|15.54|12.51|3.16|0|2019-03-15 00:50:04
31 Dec 2016| : 7205|COCOLND|272,637|61,380|50,202|43,800|0|119,581|1|44,557|16,393|41,120|0|0|0|239,504|20.29|19.81|16.07|4.12|0|2019-03-15 00:50:04
31 Dec 2017| : 7205|COCOLND|267,153|-|-|33,526|0|114,607|0|37,183|87,617|35,490|0|0|0|250,092|17.12|-|12.55|5.05|-|2019-03-15 00:50:04
31 Jan 2016| : 7195|COMCORP|376,724|24,308|21,300|13,485|0|57,663|1|70,220|46,304|141,181|10,877|0|0|112,233|4.64|12.8|3.58|1.5|0.35|2019-03-15 00:50:04
31 Jan 2017| : 7195|COMCORP|406,802|23,369|20,519|17,691|0|59,629|0|72,277|34,283|117,172|9,209|0|0|130,551|5.03|14.57|4.35|1.73|0.25|2019-03-15 00:50:04
31 Jan 2018| : 7195|COMCORP|382,245|-|-|-33,924|0|22,641|0|511|109,334|33,806|8,558|0|0|96,798|-7.9|-|-8.87|3.45|-|2019-03-15 00:50:04
31 Jan 2016| : 2127|COMFORT|229,838|28,919|22,740|23,485|0|90,075|0|23,848|47,888|17,548|0|0|0|180,743|10.2|17.01|10.22|6.25|0|2019-03-15 00:50:04
31 Jan 2017| : 2127|COMFORT|262,988|31,690|23,233|25,867|0|123,656|0|43,950|23,409|40,451|0|0|0|206,102|9.78|13.37|9.84|3.07|0|2019-03-15 00:50:04
31 Jan 2018| : 2127|COMFORT|421,176|-|-|35,897|0|145,527|0|39,757|28,626|55,330|0|0|0|245,410|9.83|-|8.52|2.92|-|2019-03-15 00:50:04
31 Mar 2016| : 5136|COMPLET|125,696|25,655|17,328|16,228|0|96,528|0|854|21,738|19,186|9,614|0|0|118,783|14.24|14.73|12.91|2.98|0.13|2019-03-15 00:50:04
31 Mar 2017| : 5136|COMPLET|117,425|20,586|12,471|9,545|0|122,522|0|1,075|5,870|20,483|11,254|0|0|129,546|11.25|7.69|8.13|2.16|0.1|2019-03-15 00:50:04
31 Mar 2018| : 5136|COMPLET|124,020|-|-|9,415|0|129,064|0|551|11,826|22,531|13,248|0|0|139,206|9.94|-|7.59|2.18|-|2019-03-15 00:50:05
31 Dec 2015| : 5037|COMPUGT|117,794|-2,060|-3,973|1,439|0|71,641|0|10,477|1,895|46,793|0|0|0|155,622|-2.83|0.93|1.22|0.94|0.07|2019-03-15 00:50:05
31 Dec 2016| : 5037|COMPUGT|79,108|-5,400|-7,285|-6,222|0|71,808|0|4,621|533|24,348|0|0|0|148,309|-8.93|-4.09|-7.87|0.61|0|2019-03-15 00:50:05
31 Dec 2017| : 5037|COMPUGT|28,077|-|-|-6,634|0|63,814|0|274|186|15,076|0|0|0|140,564|-26.59|-|-23.63|0.33|-|2019-03-15 00:50:05
31 Dec 2015| : 0102|CONNECT|64,877|2,889|1,890|2,692|0|4,840|0|7,549|4,859|15,868|0|0|0|20,859|4.47|14.63|4.15|2.02|0.01|2019-03-15 00:50:05
31 Dec 2016| : 0102|CONNECT|81,711|1,632|-237|-11|0|10,146|0|12,899|14,607|29,790|0|0|0|39,478|0.27|-0.04|-0.01|2.03|0|2019-03-15 00:50:05
31 Dec 2017| : 0102|CONNECT|122,163|-|-|-231|741|10,876|1,080|19,438|13,789|44,865|0|0|0|40,754|0.13|-|-0.19|1.65|-|2019-03-15 00:50:05
31 Dec 2011| : 0102PA|CONNECT-PA|51,420|-2,563|-2,536|-2,527|0|3,661|0|4,638|2,746|16,310|0|0|0|14,572|-5.06|-20.01|-4.91|1.6|0.12|2019-03-15 00:50:05
31 Dec 2012| : 0102PA|CONNECT-PA|53,526|-462|-2,528|-3,466|0|3,046|50|4,608|2,261|10,722|0|0|0|12,903|-4.81|-25.23|-6.48|1.84|0.03|2019-03-15 00:50:05
31 Dec 2013| : 0102PA|CONNECT-PA|52,792|1,425|-14|-1,101|0|2,594|0|5,370|3,095|10,766|0|0|0|13,441|-0.72|-8.36|-2.09|1.99|0.01|2019-03-15 00:50:05
31 Dec 2011| : 0102WA|CONNECT-WA|51,420|-2,563|-2,536|-2,527|0|3,661|0|4,638|2,746|16,310|0|0|0|14,572|-5.06|-20.01|-4.91|1.6|0.12|2019-03-15 00:50:05
31 Dec 2012| : 0102WA|CONNECT-WA|53,526|-462|-2,528|-3,466|0|3,046|50|4,608|2,261|10,722|0|0|0|12,903|-4.81|-25.23|-6.48|1.84|0.03|2019-03-15 00:50:05
31 Dec 2013| : 0102WA|CONNECT-WA|52,792|1,425|-14|-1,101|0|2,594|0|5,370|3,095|10,766|0|0|0|13,441|-0.72|-8.36|-2.09|1.99|0.01|2019-03-15 00:50:05
31 Dec 2011| : 0102WB|CONNECT-WB|51,420|-2,563|-2,536|-2,527|0|3,661|0|4,638|2,746|16,310|0|0|0|14,572|-5.06|-20.01|-4.91|1.6|0.12|2019-03-15 00:50:05
31 Dec 2012| : 0102WB|CONNECT-WB|53,526|-462|-2,528|-3,466|0|3,046|50|4,608|2,261|10,722|0|0|0|12,903|-4.81|-25.23|-6.48|1.84|0.03|2019-03-15 00:50:05
31 Dec 2013| : 0102WB|CONNECT-WB|52,792|1,425|-14|-1,101|0|2,594|0|5,370|3,095|10,766|0|0|0|13,441|-0.72|-8.36|-2.09|1.99|0.01|2019-03-15 00:50:05
31 Dec 2015| : 8591|CRESBLD|280,012|70,692|69,621|9,686|33,608|11,702|54|141,335|166,090|391,291|518,508|0|0|405,747|26.26|2.44|3.46|1.7|0.5|2019-03-15 00:50:05
31 Dec 2016| : 8591|CRESBLD|282,197|70,321|69,029|13,212|33,608|16,760|54|170,891|10,808|430,674|467,877|0|0|416,729|14.24|3.21|4.68|1.56|0.5|2019-03-15 00:50:05
31 Dec 2017| : 8591|CRESBLD|498,294|-|-|28,057|33,608|16,621|54|375,750|92,416|612,597|423,155|0|0|440,353|17.89|-|5.63|1.29|-|2019-03-15 00:50:05
31 Jan 2016| : 6718|CRESNDO|194,570|40,651|38,095|17,690|5,912|138,938|7,035|108,587|58,760|139,101|188,078|0|0|885,544|21.68|2.01|9.09|1.67|0.2|2019-03-15 00:50:05
31 Jan 2017| : 6718|CRESNDO|254,359|41,492|88,139|70,289|5,986|168,735|19,730|171,052|51,065|171,130|282,408|0|0|954,953|35.19|7.64|27.63|1.95|0.23|2019-03-15 00:50:05
31 Jan 2018| : 6718|CRESNDO|277,161|-|-|35,009|5,669|180,399|18,231|184,217|55,569|179,935|290,058|0|0|967,282|21.58|-|12.63|1.87|-|2019-03-15 00:50:05
30 Jun 2016| : 03016|CRG|112,752|-|-|10,965|20|33,484|0|19,088|12,575|5,913|16,635|601|0|64,929|13.89|-|9.72|9.14|-|2019-03-15 00:50:05
30 Jun 2017| : 03016|CRG|95,315|-|-|3,334|20|33,656|0|18,243|16,564|8,500|15,914|586|0|68,298|6.28|-|3.5|6.93|-|2019-03-15 00:50:05
30 Jun 2018| : 03016|CRG|115,171|-|-|3,772|20|32,495|0|19,242|15,430|9,695|15,172|438|0|71,523|6.29|-|3.28|6.58|-|2019-03-15 00:50:05
31 Dec 2015| : 7202|CSCENIC|53,956|17,972|16,111|11,490|878|47,551|0|26,763|21,386|4,232|0|0|0|97,343|28.44|11.92|21.3|13.3|0.01|2019-03-15 00:50:05
31 Dec 2016| : 7202|CSCENIC|57,367|19,129|17,329|13,284|878|47,543|0|24,332|23,915|5,572|0|0|0|96,167|30.47|13.73|23.16|10.03|0|2019-03-15 00:50:05
31 Dec 2017| : 7202|CSCENIC|57,368|16,437|14,803|12,291|878|50,320|0|26,782|14,190|2,809|0|0|0|96,408|28.28|12.76|21.42|18.22|0|2019-03-15 00:50:06
31 Dec 2015| : 5094|CSCSTEL|1,017,937|83,033|51,677|54,602|0|227,055|27,377|213,318|231,379|40,389|0|0|0|769,251|6.82|7.29|5.36|14.25|0|2019-03-15 00:50:06
