theDate|stock_code|comp_code|net_Turnover_Net_Sales|EBITDA|EBIT|Net_Profit|Intangibles|Fixed_Assets|Long_Term_Investment|Stocks_Inventories|Cash|Current_Liabilities|Long_Term_Debt|Provisions|Minorities|Total_Shareholders_Equity|Operating_Margin|Return_on_Equity_Capital|Net_Profit_Margin|Current_Ratio|Debt_to_Capital_at_Book|crawl_Timestamp
31 May 2017| : 4944|NYLEX|1,337,256|40,943|41,135|20,386|108,348|159,706|315|118,586|109,049|387,689|49,658|4,221|0|362,463|3.3|5.84|1.52|1.32|0.33|2019-03-15 00:51:47
31 May 2018| : 4944|NYLEX|1,446,375|-|-|19,093|102,798|146,197|573|90,363|108,518|371,770|41,368|4,672|0|360,236|2.89|-|1.32|1.36|-|2019-03-15 00:51:47
31 Dec 2015| : 5533|OCB|273,059|21,115|12,262|6,194|75,724|99,875|0|28,039|31,545|75,632|16,080|0|0|236,868|4.9|2.64|2.27|1.94|0.16|2019-03-15 00:51:47
31 Dec 2016| : 5533|OCB|292,477|21,439|12,264|4,993|75,574|102,075|0|29,595|37,776|83,568|13,104|0|0|240,852|4.17|2.09|1.71|1.84|0.13|2019-03-15 00:51:47
31 Dec 2017| : 5533|OCB|270,309|14,987|-16,137|-21,549|53,350|111,704|0|26,029|46,383|63,994|24,992|0|0|218,258|-5.91|-9.39|-7.97|2.13|0.15|2019-03-15 00:51:47
31 Dec 2015| : 0172|OCK|315,903|51,105|42,882|24,754|19,241|87,988|0|30,935|163,822|116,284|28,853|0|0|343,256|13.63|9.34|7.84|3.32|0.17|2019-03-15 00:51:47
31 Dec 2016| : 0172|OCK|401,513|57,998|44,684|26,574|21,944|268,548|0|50,368|114,854|255,386|49,366|325|0|463,901|13.02|6.58|6.62|1.91|0.18|2019-03-15 00:51:47
31 Dec 2017| : 0172|OCK|492,189|-|-|24,629|163,986|383,457|0|70,791|118,884|434,967|167,386|2,569|0|466,392|13.16|-|5|1.18|-|2019-03-15 00:51:47
31 Dec 2011| : 0172WA|OCK-WA|88,325|13,897|13,897|8,523|0|24,773|0|8,859|26,104|38,707|6,079|0|1,137|43,779|15.73|38.94|9.65|1.71|0.29|2019-03-15 00:51:47
31 Dec 2012| : 0172WA|OCK-WA|138,602|22,299|20,907|13,148|0|35,254|0|13,103|18,604|52,722|17,015|0|0|57,896|15.37|25.86|9.49|1.78|0.33|2019-03-15 00:51:47
31 Dec 2013| : 0172WA|OCK-WA|152,041|26,074|24,135|13,582|0|68,200|0|18,201|24,921|78,947|18,493|0|0|83,669|15.94|19.19|8.93|1.45|0.33|2019-03-15 00:51:47
31 Dec 2015| : 0049|OCNCASH|79,425|13,643|10,818|8,723|6,098|51,254|0|8,617|7,834|18,817|3,313|0|0|66,007|13.75|14.06|10.98|1.69|0.16|2019-03-15 00:51:47
31 Dec 2016| : 0049|OCNCASH|83,686|14,277|10,682|10,188|6,324|53,430|0|9,428|10,381|20,795|4,035|0|0|75,245|13.72|14.43|12.17|1.95|0.18|2019-03-15 00:51:47
31 Dec 2017| : 0049|OCNCASH|89,730|-|-|9,818|5,504|49,296|0|10,854|15,508|18,342|1,786|0|0|81,302|12.94|-|10.94|2.55|-|2019-03-15 00:51:47
31 Jul 2015| : 7071|OCR|36,763|-2,463|-7,809|-7,991|0|22,861|0|5,580|4,938|9,453|614|0|0|48,522|-20.92|-18.24|-21.74|3.65|0.05|2019-03-15 00:51:47
31 Jul 2016| : 7071|OCR|38,451|-2,229|-3,794|-4,092|0|15,847|490|44,611|34,092|15,941|8,038|0|0|85,533|-9.89|-6.1|-10.64|6.37|0.1|2019-03-15 00:51:47
31 Jul 2017| : 7071|OCR|88,772|9,979|6,988|3,849|0|16,551|792|38,451|7,869|38,506|9,690|0|0|101,336|8|4.12|4.34|3.22|0.11|2019-03-15 00:51:47
31 Jul 2011| : 7071PA|OCR-PA|16,844|338|-1,171|-2,162|0|17,446|0|5,690|624|16,697|100|0|0|10,925|-7.08|-18.01|-12.84|0.62|0.36|2019-03-15 00:51:48
31 Jul 2012| : 7071PA|OCR-PA|42,449|80|-1,420|-2,128|407|17,804|0|6,978|16,837|14,466|23|0|0|44,199|-3.36|-7.72|-5.01|2.84|0.15|2019-03-15 00:51:48
31 Jul 2013| : 7071PA|OCR-PA|45,083|-1,369|-3,093|-3,606|407|20,961|0|6,693|16,039|13,044|0|0|0|41,975|-6.51|-8.37|-8|2.63|0.12|2019-03-15 00:51:48
31 Jul 2011| : 7071WC|OCR-WC|16,844|338|-1,171|-2,162|0|17,446|0|5,690|624|16,697|100|0|0|10,925|-7.08|-18.01|-12.84|0.62|0.36|2019-03-15 00:51:48
31 Jul 2012| : 7071WC|OCR-WC|42,449|80|-1,420|-2,128|407|17,804|0|6,978|16,837|14,466|23|0|0|44,199|-3.36|-7.72|-5.01|2.84|0.15|2019-03-15 00:51:48
31 Jul 2013| : 7071WC|OCR-WC|45,083|-1,369|-3,093|-3,606|407|20,961|0|6,693|16,039|13,044|0|0|0|41,975|-6.51|-8.37|-8|2.63|0.12|2019-03-15 00:51:48
31 Jul 2011| : 7071WD|OCR-WD|16,844|338|-1,171|-2,162|0|17,446|0|5,690|624|16,697|100|0|0|10,925|-7.08|-18.01|-12.84|0.62|0.36|2019-03-15 00:51:48
31 Jul 2012| : 7071WD|OCR-WD|42,449|80|-1,420|-2,128|407|17,804|0|6,978|16,837|14,466|23|0|0|44,199|-3.36|-7.72|-5.01|2.84|0.15|2019-03-15 00:51:48
31 Jul 2013| : 7071WD|OCR-WD|45,083|-1,369|-3,093|-3,606|407|20,961|0|6,693|16,039|13,044|0|0|0|41,975|-6.51|-8.37|-8|2.63|0.12|2019-03-15 00:51:48
31 Mar 2016| : 7107|OFI|244,922|37,591|30,826|25,475|0|100,628|372|20,882|43,266|35,084|5,242|0|0|174,103|13.27|15.22|10.4|3.37|0.04|2019-03-15 00:51:48
31 Mar 2017| : 7107|OFI|256,083|28,380|19,063|18,245|0|132,539|372|25,957|15,681|37,565|10,493|0|0|182,737|9.22|10.23|7.12|2.73|0.06|2019-03-15 00:51:48
31 Mar 2018| : 7107|OFI|288,310|-|-|11,202|0|142,919|372|29,145|6,101|48,347|12,606|0|0|184,891|3.17|-|3.89|2.12|-|2019-03-15 00:51:48
30 Jun 2016| : 5827|OIB|233,119|67,184|67,453|40,153|0|71,927|5,216|135,750|57,371|103,707|30,337|0|0|375,368|29.39|11.18|17.22|2.93|0.16|2019-03-15 00:51:48
30 Jun 2017| : 5827|OIB|247,934|67,330|65,217|38,506|0|72,889|5,241|138,983|56,289|118,567|23,924|0|0|411,211|27.12|9.79|15.53|2.95|0.14|2019-03-15 00:51:48
30 Jun 2018| : 5827|OIB|269,036|-|-|37,921|0|72,544|5,267|213,495|26,226|218,305|67,510|0|0|471,315|25.38|-|14.1|2.38|-|2019-03-15 00:51:48
31 Mar 2016| : 7140|OKA|152,914|31,403|25,979|20,634|0|62,833|10|31,133|28,193|26,303|0|0|0|138,042|17.67|15.89|13.49|3.86|0|2019-03-15 00:51:48
31 Mar 2017| : 7140|OKA|166,673|40,947|35,972|28,296|0|62,292|10|38,459|49,151|35,466|0|0|0|163,233|22.45|18.78|16.98|3.85|0|2019-03-15 00:51:48
31 Mar 2018| : 7140|OKA|144,429|-|-|24,617|0|62,113|12|41,349|56,762|29,903|0|0|0|181,652|22.24|-|17.04|5.01|-|2019-03-15 00:51:48
31 Dec 2015| : 3018|OLYMPIA|225,448|54,728|43,414|12,985|0|15,892|0|102,736|54,170|311,017|53,575|0|0|386,315|24.44|3.42|5.76|0.76|0.36|2019-03-15 00:51:48
31 Dec 2016| : 3018|OLYMPIA|135,945|28,805|26,731|2,413|21|14,153|0|102,266|24,675|256,732|120,000|0|0|388,499|22.3|0.62|1.77|0.87|0.34|2019-03-15 00:51:48
31 Dec 2017| : 3018|OLYMPIA|186,427|-|-|13,290|0|9,792|0|61,365|29,165|157,326|169,096|0|0|402,023|19.17|-|7.13|1.21|-|2019-03-15 00:51:48
31 Mar 2016| : 9008|OMESTI|407,080|-7,111|-17,415|-23,019|95,840|23,967|111,934|19,127|76,262|234,781|26,868|4,119|0|305,014|-4.33|-7.66|-5.65|1.31|0.21|2019-03-15 00:51:48
31 Mar 2017| : 9008|OMESTI|420,207|8,344|-847|-12,111|130,355|31,719|118,102|21,810|73,389|224,191|0|4,556|0|329,909|-0.2|-3.81|-2.88|1.19|0.2|2019-03-15 00:51:48
31 Mar 2018| : 9008|OMESTI|354,599|-|-|-131,644|45,394|11,836|105,055|39,003|40,377|186,155|0|3,686|0|167,407|-39.67|-|-37.12|1.06|-|2019-03-15 00:51:48
31 Mar 2016| : 0035|OPCOM|102,587|18,230|15,680|7,424|0|38,345|13,172|7,941|40,158|24,985|0|0|0|94,811|8.15|7.94|7.24|2.79|0.12|2019-03-15 00:51:48
31 Mar 2017| : 0035|OPCOM|93,418|11,040|8,130|7,197|0|42,272|16,575|9,983|36,610|29,770|0|0|0|100,323|8.82|7.38|7.7|2.45|0.1|2019-03-15 00:51:49
31 Mar 2018| : 0035|OPCOM|103,871|-|-|6,685|0|40,595|17,254|13,370|22,077|29,661|0|0|0|98,710|6.08|-|6.44|2.41|-|2019-03-15 00:51:49
31 Dec 2015| : 0040|OPENSYS|72,506|16,653|10,824|7,373|740|29,468|0|11,827|4,140|12,510|5,585|0|0|44,611|15.52|17.51|10.17|2.72|0.21|2019-03-15 00:51:49
31 Dec 2016| : 0040|OPENSYS|94,706|13,763|7,987|6,004|339|33,635|5,397|14,217|8,727|24,979|7,901|0|0|47,636|8.84|13.02|6.34|1.81|0.16|2019-03-15 00:51:49
31 Dec 2017| : 0040|OPENSYS|96,104|17,143|11,007|6,715|183|41,850|7,591|9,017|8,717|25,172|7,452|0|0|51,372|11.73|13.56|6.99|1.69|0.22|2019-03-15 00:51:49
31 Dec 2015| : 4006|ORIENT|4,380,163|439,221|342,305|272,478|49,829|2,148,833|939,498|268,439|2,886,826|1,498,926|59,318|44,295|0|6,539,520|8.49|4.36|6.22|2.77|0.14|2019-03-15 00:51:49
31 Dec 2016| : 4006|ORIENT|5,524,258|574,690|412,987|279,484|33,957|2,244,752|999,717|493,885|977,011|1,886,820|64,592|91,779|0|6,818,910|7.3|4.18|5.06|2.47|0.16|2019-03-15 00:51:49
31 Dec 2017| : 4006|ORIENT|6,329,181|-|-|395,016|29,594|2,218,678|1,049,318|307,475|3,039,957|2,028,016|52,606|109,996|0|6,986,785|8.53|-|6.24|2.38|-|2019-03-15 00:51:49
31 Dec 2015| : 0079|ORION|4,419|-993|-1,789|-1,164|2,602|152|0|0|967|787|0|0|0|7,904|-31.23|-13.28|-26.34|8.02|0|2019-03-15 00:51:49
31 Dec 2016| : 0079|ORION|3,361|-1,066|-2,002|-1,116|1,209|89|26|0|2,404|1,507|0|0|0|9,045|-58.32|-13.17|-33.2|4.17|0|2019-03-15 00:51:49
30 Jun 2018| : 0079|ORION|13,389|-|-|-1,578|72,492|147|1,561|0|1,633|15,873|0|0|0|85,082|-11.42|-|-11.79|1.69|-|2019-03-15 00:51:49
31 Dec 2011| : 0079WA|ORION-WA|4,846|1,054|-547|-521|0|162|0|0|128|995|0|0|381|6,939|-11.78|-7.24|-10.75|3.41|0|2019-03-15 00:51:49
31 Dec 2012| : 0079WA|ORION-WA|5,050|-704|-298|171|0|119|19|0|1,854|600|0|0|0|9,018|8.34|2.14|3.39|8.64|0|2019-03-15 00:51:49
31 Dec 2013| : 0079WA|ORION-WA|5,406|54|-1,235|-1,415|0|288|19|0|1,026|968|0|0|0|7,768|-22.11|-16.86|-26.17|5.19|0|2019-03-15 00:51:49
31 Dec 2015| : 5065|ORNA|241,287|22,258|10,503|7,040|5,664|97,502|0|35,840|9,575|63,122|619|0|0|138,215|4.83|5.19|2.92|1.7|0.17|2019-03-15 00:51:49
31 Dec 2016| : 5065|ORNA|272,052|24,286|11,378|7,770|7,070|97,119|0|37,256|8,620|75,736|281|0|0|143,773|4.27|5.51|2.86|1.64|0.21|2019-03-15 00:51:49
31 Dec 2017| : 5065|ORNA|330,699|-|-|15,536|8,319|100,761|0|53,396|19,386|101,753|1,153|0|0|157,642|6.92|-|4.7|1.59|-|2019-03-15 00:51:49
31 Dec 2015| : 5053|OSK|760,735|638,161|628,083|569,294|2,084|802,428|2,792,665|512,458|439,594|1,434,007|1,593,811|0|0|4,307,694|82.96|16.23|74.83|1.59|0.29|2019-03-15 00:51:49
31 Dec 2016| : 5053|OSK|-|438,377|413,936|271,714|-|778,257|-|-|0|-|-|-|-|-|-|-|-|-|-|2019-03-15 00:51:49
