thedate,thetime,comp_name,comp_code,stock_code,Category,Sub_category,open,low,high,lastDone,chg,chgPercent,vol,buy,buyval,sell,sellval,crawl_Timestamp,v_updownpercent,updownInd
2019-02-22 00:00:00,19:00:00,ALAM MARITIM RESOURCES BHD,ALAM,5115,main,energy,0.1,0.1,0.105,0.105,0.005,5,8033,0.1,33719,0.105,18778,2019-03-30 01:39:14,5,up
2019-02-22 00:00:00,19:00:00,BUMI ARMADA BERHAD,ARMADA,5210,main,energy,0.205,0.2,0.205,0.2,0.005,2.44,395140,0.2,281377,0.205,114650,2019-03-30 01:39:14,-2.43902439,down
2019-02-22 00:00:00,19:00:00,BARAKAH OFFSHORE PETROLEUM BHD,BARAKAH,7251,main,energy,0.12,0.1,0.12,0.1,0.02,16.67,457264,0.1,52358,0.105,26426,2019-03-30 01:39:14,-16.66666667,down
2019-02-22 00:00:00,19:00:00,CARIMIN PETROLEUM BERHAD,CARIMIN,5257,main,energy,0.835,0.785,0.835,0.81,0.035,4.14,80809,0.805,500,0.81,2988,2019-03-30 01:39:14,-2.99401198,down
2019-02-22 00:00:00,19:00:00,COASTAL CONTRACTS BHD,COASTAL,5071,main,energy,1.03,1.01,1.03,1.02,0.01,0.99,1622,1.02,54,1.03,256,2019-03-30 01:39:14,-0.97087379,down
2019-02-22 00:00:00,19:00:00,DAYA MATERIALS BHD,DAYA,0091,main,energy,0.01,0.005,0.01,0.01,0,0,55850,0.005,973714,0.01,24840,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,DAYANG ENTERPRISE HOLDINGS BHD,DAYANG,5141,main,energy,0.79,0.785,0.82,0.795,0.005,0.63,479594,0.795,1534,0.8,450,2019-03-30 01:39:14,0.63291139,up
2019-02-22 00:00:00,19:00:00,DELEUM BHD,DELEUM,5132,main,energy,1.16,1.16,1.19,1.17,0.01,0.86,7744,1.17,183,1.19,200,2019-03-30 01:39:14,0.86206897,up
2019-02-22 00:00:00,19:00:00,DIALOG GROUP BHD,DIALOG,7277,main,energy,3.32,3.22,3.32,3.25,0.07,2.11,114872,3.24,320,3.25,1031,2019-03-30 01:39:14,-2.10843373,down
2019-02-22 00:00:00,19:00:00,HANDAL RESOURCES BERHAD,HANDAL,7253,main,energy,0,0,0,0.35,0,0,0,0.34,210,0.35,60,2019-03-30 01:39:14,,
2019-02-22 00:00:00,19:00:00,HENGYUAN REFINING COMPANY BERHAD,HENGYUAN,4324,main,energy,5.99,5.78,6.03,6.03,0.07,1.15,26722,6.03,85,6.05,25,2019-03-30 01:39:14,0.66777963,up
2019-02-22 00:00:00,19:00:00,HIBISCUS PETROLEUM BHD,HIBISCS,5199,main,energy,1.06,1.04,1.07,1.06,0,0,204029,1.06,21051,1.07,37259,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,HIBISCUS PETROLEUM BERHAD - WARRANTS 2018/2021,HIBISCS-WC,5199WC,main,energy,0.51,0.495,0.51,0.51,0,0,61453,0.505,2457,0.51,8804,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,SINO HUA-AN INTERNATIONAL BHD,HUAAN,2739,main,energy,0.205,0.2,0.21,0.2,0.005,2.44,70301,0.2,26995,0.205,27737,2019-03-30 01:39:14,-2.43902439,down
2019-02-22 00:00:00,19:00:00,ICON OFFSHORE BERHAD,ICON,5255,main,energy,0.105,0.1,0.105,0.1,0.01,9.09,12947,0.1,8837,0.105,5561,2019-03-30 01:39:14,-4.76190476,down
2019-02-22 00:00:00,19:00:00,KNM GROUP BHD,KNM,7164,main,energy,0.105,0.105,0.11,0.105,0.01,8.7,139099,0.105,156185,0.11,167618,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,KNM GROUP BERHAD - WARRANTS 2015/2020,KNM-WB,7164WB,main,energy,0,0,0,0.02,0,0,0,0.015,18083,0.02,1800,2019-03-30 01:39:14,,
2019-02-22 00:00:00,19:00:00,MALAYSIA MARINE AND HEAVY ENG,MHB,5186,main,energy,0.77,0.75,0.77,0.75,0.025,3.23,11474,0.75,40,0.755,320,2019-03-30 01:39:14,-2.5974026,down
2019-02-22 00:00:00,19:00:00,PETRA ENERGY BHD,PENERGY,5133,main,energy,0,0,0,0.42,0,0,0,0.415,100,0.425,150,2019-03-30 01:39:14,,
2019-02-22 00:00:00,19:00:00,PERDANA PETROLEUM BERHAD,PERDANA,7108,main,energy,0.28,0.27,0.3,0.29,0.025,9.43,321736,0.285,12104,0.29,3976,2019-03-30 01:39:14,3.57142857,up
2019-02-22 00:00:00,19:00:00,PERISAI PETROLEUM TEKNOLOGI,PERISAI,0047,main,energy,0,0,0,0.005,0,0,0,0,0,0,0,2019-03-30 01:39:14,,
2019-02-22 00:00:00,19:00:00,PETRON MALAYSIA REFINING & MARKETING BERHAD,PETRONM,3042,main,energy,6.95,6.8,6.95,6.89,0.6,8.01,12097,6.89,5,6.9,23,2019-03-30 01:39:14,-0.86330935,down
2019-02-22 00:00:00,19:00:00,REACH ENERGY BHD,REACH,5256,main,energy,0.335,0.32,0.335,0.325,0.01,2.99,50376,0.325,1800,0.33,6063,2019-03-30 01:39:14,-2.98507463,down
2019-02-22 00:00:00,19:00:00,REACH ENERGY BHD-WARRANTS A 14/22,REACH-WA,5256WA,main,energy,0.075,0.07,0.075,0.075,0,0,129609,0.07,98863,0.075,21411,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,SAPURA ENERGY BERHAD,SAPNRG,5218,main,energy,0.325,0.31,0.33,0.315,0.01,3.08,1392527,0.315,166343,0.32,122515,2019-03-30 01:39:14,-3.07692308,down
2019-02-22 00:00:00,19:00:00,SAPURA ENERGY BERHAD - RCPS-I A 2019/2024,SAPNRG-PA,5218PA,main,energy,0.39,0.39,0.39,0.39,0,0,581,0.385,436,0.395,12,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,SAPURA ENERGY BERHAD - WARRANTS A 2019/2026,SAPNRG-WA,5218WA,main,energy,0.105,0.1,0.11,0.105,0,0,464635,0.1,303528,0.105,201221,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,SCOMI GROUP BHD,SCOMI,7158,main,energy,0.045,0.04,0.045,0.04,0.01,20,12866,0.04,86023,0.045,4420,2019-03-30 01:39:14,-11.11111111,down
2019-02-22 00:00:00,19:00:00,SCOMI GROUP BERHAD - WARRANTS B,SCOMI-WB,7158WB,main,energy,0.01,0.01,0.01,0.01,0,0,1305,0.01,14151,0.015,27582,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,SCOMI ENERGY SERVICES BHD,SCOMIES,7045,main,energy,0.05,0.05,0.055,0.055,0,0,8073,0.05,1810,0.055,28800,2019-03-30 01:39:14,10,up
2019-02-22 00:00:00,19:00:00,SERBA DINAMIK HOLDINGS BERHAD,SERBADK,5279,main,energy,3.99,3.93,3.99,3.95,0.03,0.75,10795,3.95,3418,3.96,1034,2019-03-30 01:39:14,-1.00250627,down
2019-02-22 00:00:00,19:00:00,SUMATEC RESOURCES BHD,SUMATEC,1201,main,energy,0.01,0.005,0.01,0.005,0.005,50,17430,0.005,3273632,0.01,550284,2019-03-30 01:39:14,-50,down
2019-02-22 00:00:00,19:00:00,SUMATEC RES BHD-WARRANTS 11/21,SUMATEC-WA,1201WA,main,energy,0,0,0,0.005,0,0,0,0.005,486,0.01,11431,2019-03-30 01:39:14,,
2019-02-22 00:00:00,19:00:00,T7 GLOBAL BERHAD,T7GLOBAL,7228,main,energy,0.445,0.435,0.445,0.435,0.01,2.25,3972,0.43,1060,0.44,1295,2019-03-30 01:39:14,-2.24719101,down
2019-02-22 00:00:00,19:00:00,TH HEAVY ENGINEERING BERHAD,THHEAVY,7206,main,energy,0.045,0.04,0.045,0.045,0,0,11161,0.04,44324,0.045,35250,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,TH HEAVY ENGINEERING BERHAD-ISLAMIC IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 15/20,THHEAVY-PB,7206PB,main,energy,0,0,0,0.015,0,0,0,0.015,866,0.065,264,2019-03-30 01:39:14,,
2019-02-22 00:00:00,19:00:00,UZMA BHD,UZMA,7250,main,energy,0.905,0.88,0.91,0.9,0.005,0.55,14484,0.9,1500,0.905,311,2019-03-30 01:39:14,-0.55248619,down
2019-02-22 00:00:00,19:00:00,VELESTO ENERGY BERHAD,VELESTO,5243,main,energy,0.24,0.23,0.24,0.23,0.01,4.17,69521,0.23,68253,0.235,8360,2019-03-30 01:39:14,-4.16666667,down
2019-02-22 00:00:00,19:00:00,VELESTO ENERGY BERHAD - WARRANTS 2017/2024,VELESTO-WA,5243WA,main,energy,0.085,0.08,0.09,0.085,0.005,5.56,24783,0.08,24129,0.085,8209,2019-03-30 01:39:14,0,unchange
2019-02-22 00:00:00,19:00:00,WAH SEONG CORPORATION BHD,WASEONG,5142,main,energy,0.895,0.85,0.895,0.88,0.02,2.22,3308,0.88,18,0.885,60,2019-03-30 01:39:14,-1.67597765,down
2019-02-22 00:00:00,19:00:00,YINSON HOLDINGS BHD,YINSON,7293,main,energy,4.29,4.26,4.3,4.26,0.01,0.23,6291,4.25,30,4.26,124,2019-03-30 01:39:14,-0.6993007,down
2019-02-25 00:00:00,19:00:00,ALAM MARITIM RESOURCES BHD,ALAM,5115,main,energy,0.105,0.105,0.11,0.105,0,0,55553,0.105,21392,0.11,17597,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,BUMI ARMADA BERHAD,ARMADA,5210,main,energy,0.2,0.2,0.21,0.2,0,0,494502,0.2,273995,0.205,71196,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,BARAKAH OFFSHORE PETROLEUM BHD,BARAKAH,7251,main,energy,0.105,0.105,0.115,0.11,0.01,10,341364,0.11,20097,0.115,77128,2019-03-30 01:39:14,4.76190476,up
2019-02-25 00:00:00,19:00:00,CARIMIN PETROLEUM BERHAD,CARIMIN,5257,main,energy,0.79,0.77,0.81,0.77,0.04,4.94,129557,0.765,2260,0.77,1023,2019-03-30 01:39:14,-2.53164557,down
2019-02-25 00:00:00,19:00:00,COASTAL CONTRACTS BHD,COASTAL,5071,main,energy,1.02,1.02,1.12,1.08,0.06,5.88,2278,1.08,92,1.09,4,2019-03-30 01:39:14,5.88235294,up
2019-02-25 00:00:00,19:00:00,DAYA MATERIALS BHD,DAYA,0091,main,energy,0.01,0.01,0.01,0.01,0,0,66950,0.005,990142,0.01,20312,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,DAYANG ENTERPRISE HOLDINGS BHD,DAYANG,5141,main,energy,0.97,0.925,1.06,1.02,0.225,28.3,1527698,1.02,22661,1.03,3046,2019-03-30 01:39:14,5.15463918,up
2019-02-25 00:00:00,19:00:00,DELEUM BHD,DELEUM,5132,main,energy,1.18,1.18,1.28,1.28,0.11,9.4,23945,1.28,149,1.29,713,2019-03-30 01:39:14,8.47457627,up
2019-02-25 00:00:00,19:00:00,DIALOG GROUP BHD,DIALOG,7277,main,energy,3.26,3.25,3.31,3.28,0.03,0.92,68841,3.28,18903,3.29,30,2019-03-30 01:39:14,0.61349693,up
2019-02-25 00:00:00,19:00:00,HANDAL RESOURCES BERHAD,HANDAL,7253,main,energy,0.35,0.34,0.36,0.35,0,0,1611,0.35,200,0.36,200,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,HENGYUAN REFINING COMPANY BERHAD,HENGYUAN,4324,main,energy,6.04,5.87,6.08,5.88,0.15,2.49,5835,5.88,2763,5.9,20,2019-03-30 01:39:14,-2.64900662,down
2019-02-25 00:00:00,19:00:00,HIBISCUS PETROLEUM BHD,HIBISCS,5199,main,energy,1.07,1.05,1.07,1.06,0,0,191092,1.05,36551,1.06,2803,2019-03-30 01:39:14,-0.93457944,down
2019-02-25 00:00:00,19:00:00,HIBISCUS PETROLEUM BERHAD - WARRANTS 2018/2021,HIBISCS-WC,5199WC,main,energy,0.51,0.5,0.51,0.5,0.01,1.96,41138,0.5,7212,0.505,4880,2019-03-30 01:39:14,-1.96078431,down
2019-02-25 00:00:00,19:00:00,SINO HUA-AN INTERNATIONAL BHD,HUAAN,2739,main,energy,0.205,0.195,0.205,0.205,0.005,2.5,94400,0.2,72941,0.205,13673,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,ICON OFFSHORE BERHAD,ICON,5255,main,energy,0.105,0.105,0.11,0.105,0.005,5,12171,0.105,21,0.11,12517,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,KNM GROUP BHD,KNM,7164,main,energy,0.11,0.105,0.11,0.105,0,0,83015,0.105,231822,0.11,138003,2019-03-30 01:39:14,-4.54545455,down
2019-02-25 00:00:00,19:00:00,KNM GROUP BERHAD - WARRANTS 2015/2020,KNM-WB,7164WB,main,energy,0.015,0.015,0.025,0.025,0.005,25,86,0.015,18248,0.02,79,2019-03-30 01:39:14,66.66666667,up
2019-02-25 00:00:00,19:00:00,MALAYSIA MARINE AND HEAVY ENG,MHB,5186,main,energy,0.77,0.75,0.77,0.77,0.02,2.67,1473,0.77,177,0.78,50,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,PETRA ENERGY BHD,PENERGY,5133,main,energy,0.62,0.62,0.72,0.72,0.3,71.43,12636,0.72,7461,0,0,2019-03-30 01:39:14,16.12903226,up
2019-02-25 00:00:00,19:00:00,PERDANA PETROLEUM BERHAD,PERDANA,7108,main,energy,0.305,0.3,0.345,0.325,0.035,12.07,634141,0.32,10693,0.325,13117,2019-03-30 01:39:14,6.55737705,up
2019-02-25 00:00:00,19:00:00,PERISAI PETROLEUM TEKNOLOGI,PERISAI,0047,main,energy,0,0,0,0.005,0,0,0,0,0,0,0,2019-03-30 01:39:14,,
2019-02-25 00:00:00,19:00:00,PETRON MALAYSIA REFINING & MARKETING BERHAD,PETRONM,3042,main,energy,6.85,6.63,6.89,6.66,0.23,3.34,4969,6.66,48,6.68,2,2019-03-30 01:39:14,-2.77372263,down
2019-02-25 00:00:00,19:00:00,REACH ENERGY BHD,REACH,5256,main,energy,0.325,0.325,0.335,0.325,0,0,41553,0.325,9981,0.33,3786,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,REACH ENERGY BHD-WARRANTS A 14/22,REACH-WA,5256WA,main,energy,0.075,0.07,0.075,0.075,0,0,33864,0.07,50353,0.075,30662,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,SAPURA ENERGY BERHAD,SAPNRG,5218,main,energy,0.325,0.315,0.33,0.32,0.005,1.59,1233362,0.32,237944,0.325,91480,2019-03-30 01:39:14,-1.53846154,down
2019-02-25 00:00:00,19:00:00,SAPURA ENERGY BERHAD - RCPS-I A 2019/2024,SAPNRG-PA,5218PA,main,energy,0.39,0.385,0.39,0.385,0.005,1.28,162,0.385,269,0.39,40,2019-03-30 01:39:14,-1.28205128,down
2019-02-25 00:00:00,19:00:00,SAPURA ENERGY BERHAD - WARRANTS A 2019/2026,SAPNRG-WA,5218WA,main,energy,0.11,0.105,0.11,0.105,0,0,192409,0.105,127964,0.11,172270,2019-03-30 01:39:14,-4.54545455,down
2019-02-25 00:00:00,19:00:00,SCOMI GROUP BHD,SCOMI,7158,main,energy,0.04,0.04,0.05,0.045,0.005,12.5,29946,0.04,94517,0.045,2900,2019-03-30 01:39:14,12.5,up
2019-02-25 00:00:00,19:00:00,SCOMI GROUP BERHAD - WARRANTS B,SCOMI-WB,7158WB,main,energy,0.015,0.015,0.015,0.015,0.005,50,1810,0.01,23151,0.015,26981,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,SCOMI ENERGY SERVICES BHD,SCOMIES,7045,main,energy,0.055,0.055,0.055,0.055,0,0,35826,0.05,26940,0.055,12051,2019-03-30 01:39:14,0,unchange
2019-02-25 00:00:00,19:00:00,SERBA DINAMIK HOLDINGS BERHAD,SERBADK,5279,main,energy,3.96,3.95,4,3.98,0.03,0.76,19459,3.98,898,3.99,50,2019-03-30 01:39:14,0.50505051,up
2019-02-25 00:00:00,19:00:00,SUMATEC RESOURCES BHD,SUMATEC,1201,main,energy,0.01,0.005,0.01,0.005,0,0,36399,0.005,3238912,0.01,559497,2019-03-30 01:39:14,-50,down
2019-02-25 00:00:00,19:00:00,SUMATEC RES BHD-WARRANTS 11/21,SUMATEC-WA,1201WA,main,energy,0,0,0,0.005,0,0,0,0.005,486,0.01,12968,2019-03-30 01:39:14,,
2019-02-25 00:00:00,19:00:00,T7 GLOBAL BERHAD,T7GLOBAL,7228,main,energy,0.435,0.435,0.455,0.445,0.01,2.3,6999,0.44,10,0.445,881,2019-03-30 01:39:14,2.29885057,up
2019-02-25 00:00:00,19:00:00,TH HEAVY ENGINEERING BERHAD,THHEAVY,7206,main,energy,0.04,0.04,0.045,0.045,0,0,1223,0.04,50452,0.045,34058,2019-03-30 01:39:14,12.5,up
2019-02-25 00:00:00,19:00:00,TH HEAVY ENGINEERING BERHAD-ISLAMIC IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 15/20,THHEAVY-PB,7206PB,main,energy,0,0,0,0.015,0,0,0,0.015,866,0.065,264,2019-03-30 01:39:14,,
2019-02-25 00:00:00,19:00:00,UZMA BHD,UZMA,7250,main,energy,0.915,0.915,0.995,0.96,0.06,6.67,50229,0.96,6781,0.965,200,2019-03-30 01:39:14,4.91803279,up
2019-02-25 00:00:00,19:00:00,VELESTO ENERGY BERHAD,VELESTO,5243,main,energy,0.235,0.235,0.25,0.245,0.015,6.52,97581,0.24,34734,0.245,11641,2019-03-30 01:39:14,4.25531915,up
2019-02-25 00:00:00,19:00:00,VELESTO ENERGY BERHAD - WARRANTS 2017/2024,VELESTO-WA,5243WA,main,energy,0.085,0.085,0.09,0.09,0.005,5.88,46246,0.085,19671,0.09,21330,2019-03-30 01:39:14,5.88235294,up
2019-02-25 00:00:00,19:00:00,WAH SEONG CORPORATION BHD,WASEONG,5142,main,energy,0.88,0.88,0.925,0.905,0.025,2.84,8115,0.905,365,0.91,92,2019-03-30 01:39:14,2.84090909,up
2019-02-25 00:00:00,19:00:00,YINSON HOLDINGS BHD,YINSON,7293,main,energy,4.3,4.28,4.4,4.3,0.04,0.94,35316,4.27,5,4.3,3599,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,ALAM MARITIM RESOURCES BHD,ALAM,5115,main,energy,0.105,0.1,0.105,0.1,0.005,4.76,19241,0.1,13301,0.105,11911,2019-03-30 01:39:14,-4.76190476,down
2019-02-26 00:00:00,19:00:00,BUMI ARMADA BERHAD,ARMADA,5210,main,energy,0.2,0.19,0.205,0.19,0.01,5,1538270,0.185,292628,0.19,5582,2019-03-30 01:39:14,-5,down
2019-02-26 00:00:00,19:00:00,BARAKAH OFFSHORE PETROLEUM BHD,BARAKAH,7251,main,energy,0.11,0.1,0.11,0.1,0.01,9.09,156904,0.1,116644,0.105,19061,2019-03-30 01:39:14,-9.09090909,down
2019-02-26 00:00:00,19:00:00,CARIMIN PETROLEUM BERHAD,CARIMIN,5257,main,energy,0.755,0.675,0.755,0.71,0.06,7.79,136844,0.705,320,0.71,517,2019-03-30 01:39:14,-5.9602649,down
2019-02-26 00:00:00,19:00:00,COASTAL CONTRACTS BHD,COASTAL,5071,main,energy,1.08,1.02,1.1,1.02,0.06,5.56,952,1.02,82,1.05,71,2019-03-30 01:39:14,-5.55555556,down
2019-02-26 00:00:00,19:00:00,DAYA MATERIALS BHD,DAYA,0091,main,energy,0.01,0.01,0.01,0.01,0,0,11201,0.005,982591,0.01,69099,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,DAYANG ENTERPRISE HOLDINGS BHD,DAYANG,5141,main,energy,1.03,0.95,1.04,0.965,0.055,5.39,397137,0.965,1794,0.97,2163,2019-03-30 01:39:14,-6.31067961,down
2019-02-26 00:00:00,19:00:00,DELEUM BHD,DELEUM,5132,main,energy,1.15,1.09,1.16,1.1,0.18,14.06,27507,1.09,361,1.1,1711,2019-03-30 01:39:14,-4.34782609,down
2019-02-26 00:00:00,19:00:00,DIALOG GROUP BHD,DIALOG,7277,main,energy,3.28,3.22,3.28,3.23,0.05,1.52,75718,3.23,9208,3.24,161,2019-03-30 01:39:14,-1.52439024,down
2019-02-26 00:00:00,19:00:00,HANDAL RESOURCES BERHAD,HANDAL,7253,main,energy,0.34,0.34,0.35,0.345,0.005,1.43,1133,0.345,458,0.36,100,2019-03-30 01:39:14,1.47058824,up
2019-02-26 00:00:00,19:00:00,HENGYUAN REFINING COMPANY BERHAD,HENGYUAN,4324,main,energy,5.91,5.69,5.92,5.82,0.06,1.02,8678,5.82,30,5.85,30,2019-03-30 01:39:14,-1.52284264,down
2019-02-26 00:00:00,19:00:00,HIBISCUS PETROLEUM BHD,HIBISCS,5199,main,energy,1.04,1,1.04,1.01,0.05,4.72,486424,1.01,25094,1.02,31392,2019-03-30 01:39:14,-2.88461538,down
2019-02-26 00:00:00,19:00:00,HIBISCUS PETROLEUM BERHAD - WARRANTS 2018/2021,HIBISCS-WC,5199WC,main,energy,0.495,0.465,0.495,0.47,0.03,6,107270,0.47,218,0.475,3451,2019-03-30 01:39:14,-5.05050505,down
2019-02-26 00:00:00,19:00:00,SINO HUA-AN INTERNATIONAL BHD,HUAAN,2739,main,energy,0.2,0.195,0.205,0.195,0.01,4.88,85484,0.19,35135,0.195,4311,2019-03-30 01:39:14,-2.5,down
2019-02-26 00:00:00,19:00:00,ICON OFFSHORE BERHAD,ICON,5255,main,energy,0.105,0.095,0.105,0.095,0.01,9.52,22406,0.095,9012,0.1,19505,2019-03-30 01:39:14,-9.52380952,down
2019-02-26 00:00:00,19:00:00,KNM GROUP BHD,KNM,7164,main,energy,0.11,0.105,0.11,0.105,0,0,85038,0.105,46432,0.11,137298,2019-03-30 01:39:14,-4.54545455,down
2019-02-26 00:00:00,19:00:00,KNM GROUP BERHAD - WARRANTS 2015/2020,KNM-WB,7164WB,main,energy,0,0,0,0.025,0,0,0,0.015,17113,0.02,1079,2019-03-30 01:39:14,,
2019-02-26 00:00:00,19:00:00,MALAYSIA MARINE AND HEAVY ENG,MHB,5186,main,energy,0.77,0.76,0.77,0.76,0.01,1.3,5570,0.74,701,0.76,19,2019-03-30 01:39:14,-1.2987013,down
2019-02-26 00:00:00,19:00:00,PETRA ENERGY BHD,PENERGY,5133,main,energy,0.85,0.66,0.855,0.675,0.045,6.25,37371,0.675,443,0.69,99,2019-03-30 01:39:14,-20.58823529,down
2019-02-26 00:00:00,19:00:00,PERDANA PETROLEUM BERHAD,PERDANA,7108,main,energy,0.315,0.285,0.32,0.285,0.04,12.31,175018,0.285,4829,0.29,2794,2019-03-30 01:39:14,-9.52380952,down
2019-02-26 00:00:00,19:00:00,PERISAI PETROLEUM TEKNOLOGI,PERISAI,0047,main,energy,0,0,0,0.005,0,0,0,0,0,0,0,2019-03-30 01:39:14,,
2019-02-26 00:00:00,19:00:00,PETRON MALAYSIA REFINING & MARKETING BERHAD,PETRONM,3042,main,energy,6.66,6.66,6.72,6.71,0.05,0.75,1288,6.7,8,6.71,57,2019-03-30 01:39:14,0.75075075,up
2019-02-26 00:00:00,19:00:00,REACH ENERGY BHD,REACH,5256,main,energy,0.325,0.295,0.325,0.3,0.025,7.69,68584,0.295,4397,0.3,146,2019-03-30 01:39:14,-7.69230769,down
2019-02-26 00:00:00,19:00:00,REACH ENERGY BHD-WARRANTS A 14/22,REACH-WA,5256WA,main,energy,0.07,0.065,0.075,0.065,0.01,13.33,135875,0.065,102677,0.07,10745,2019-03-30 01:39:14,-7.14285714,down
2019-02-26 00:00:00,19:00:00,SAPURA ENERGY BERHAD,SAPNRG,5218,main,energy,0.32,0.305,0.325,0.305,0.015,4.69,1464074,0.305,271832,0.31,111936,2019-03-30 01:39:14,-4.6875,down
2019-02-26 00:00:00,19:00:00,SAPURA ENERGY BERHAD - RCPS-I A 2019/2024,SAPNRG-PA,5218PA,main,energy,0.385,0.385,0.385,0.385,0,0,266,0.385,98,0.39,150,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,SAPURA ENERGY BERHAD - WARRANTS A 2019/2026,SAPNRG-WA,5218WA,main,energy,0.105,0.1,0.11,0.1,0.005,4.76,438125,0.1,211800,0.105,132770,2019-03-30 01:39:14,-4.76190476,down
2019-02-26 00:00:00,19:00:00,SCOMI GROUP BHD,SCOMI,7158,main,energy,0.045,0.04,0.045,0.045,0,0,4498,0.04,77719,0.045,4369,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,SCOMI GROUP BERHAD - WARRANTS B,SCOMI-WB,7158WB,main,energy,0.01,0.01,0.01,0.01,0.005,33.33,25,0.01,18388,0.015,26576,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,SCOMI ENERGY SERVICES BHD,SCOMIES,7045,main,energy,0.055,0.05,0.055,0.055,0,0,21230,0.05,19250,0.055,3771,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,SERBA DINAMIK HOLDINGS BERHAD,SERBADK,5279,main,energy,3.97,3.89,3.97,3.93,0.05,1.26,25822,3.93,10657,3.95,130,2019-03-30 01:39:14,-1.00755668,down
2019-02-26 00:00:00,19:00:00,SUMATEC RESOURCES BHD,SUMATEC,1201,main,energy,0.01,0.005,0.01,0.01,0.005,100,18357,0.005,3268020,0.01,566075,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,SUMATEC RES BHD-WARRANTS 11/21,SUMATEC-WA,1201WA,main,energy,0,0,0,0.005,0,0,0,0.005,2486,0.01,12770,2019-03-30 01:39:14,,
2019-02-26 00:00:00,19:00:00,T7 GLOBAL BERHAD,T7GLOBAL,7228,main,energy,0.44,0.425,0.44,0.435,0.01,2.25,2775,0.425,2,0.435,1457,2019-03-30 01:39:14,-1.13636364,down
2019-02-26 00:00:00,19:00:00,TH HEAVY ENGINEERING BERHAD,THHEAVY,7206,main,energy,0.045,0.04,0.05,0.045,0,0,62411,0.04,25872,0.045,11599,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,TH HEAVY ENGINEERING BERHAD-ISLAMIC IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 15/20,THHEAVY-PB,7206PB,main,energy,0,0,0,0.015,0,0,0,0.015,866,0.065,264,2019-03-30 01:39:14,,
2019-02-26 00:00:00,19:00:00,UZMA BHD,UZMA,7250,main,energy,0.96,0.91,0.97,0.945,0.015,1.56,33364,0.925,200,0.96,150,2019-03-30 01:39:14,-1.5625,down
2019-02-26 00:00:00,19:00:00,VELESTO ENERGY BERHAD,VELESTO,5243,main,energy,0.245,0.235,0.245,0.24,0.005,2.04,58931,0.235,23283,0.24,6467,2019-03-30 01:39:14,-2.04081633,down
2019-02-26 00:00:00,19:00:00,VELESTO ENERGY BERHAD - WARRANTS 2017/2024,VELESTO-WA,5243WA,main,energy,0.085,0.08,0.085,0.085,0.005,5.56,13779,0.08,21817,0.085,7491,2019-03-30 01:39:14,0,unchange
2019-02-26 00:00:00,19:00:00,WAH SEONG CORPORATION BHD,WASEONG,5142,main,energy,0.82,0.74,0.82,0.755,0.15,16.57,52377,0.75,311,0.755,3,2019-03-30 01:39:14,-7.92682927,down
2019-02-26 00:00:00,19:00:00,YINSON HOLDINGS BHD,YINSON,7293,main,energy,4.3,4.3,4.39,4.37,0.07,1.63,16151,4.36,208,4.37,2980,2019-03-30 01:39:14,1.62790698,up
